"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","year","month","day","decimalLongitude","decimalLatitude","imagecode","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"16","2021-03-15 16:37:00-03","NY","NYBG","604445","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","A. L. B. Sartori","A. F. Regnell","III1750","South America","Brazil","São Paulo","Prov. Boa Vista","sheet","1/9 1869 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632987' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604445","1869","09","01",NA,NA,"NY00604445_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","604442","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"M. Goes","s.n.","South America","Brazil","São Paulo","Sao Paulo, Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botânico","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604442","1977","11","23","-46.618358","-23.646109","NY00604442_01","Sao Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","604447","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","R. C. Barneby","S. R. Ziller","s.n.","South America","Brazil","Paraná","Rio Tibagi","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=632982' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604447","1997","11","01","-50.8414","-23.3733","NY00604447_01","Assaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1127852","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","H. C. de Lima","A. S. Moreira","s.n.","South America","Brazil","Rio de Janeiro","Itapeurna, Sede da Associação Desportiva dos Servidores (Rodovia br 356, Km 3)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271463' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127852","1984","10","05","-41.8878","-21.205","NY01127852_01","Itaperuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","18748","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Nicolini Gabriel, E.M.",NA,NA,"Brasil","São Paulo",NA,NA,"Árvore alta","BOTU018748","1992","04","06",NA,NA,NA,"Jaú",NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:19:51-03","UFRJ","RFA","4161","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"Herb. do Jardim Botânico do Rio de Janeiro","RFA24939",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:30:37-03","UFRJ","RFA","17652","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"E.P. Heringer","12159",NA,"Brasil","Goiás",NA,NA,"Árvore de 15 m de altura e 50 cm de diâmetro, madeira de lei, cheirosa, durável. Facilmente cultivada","RFA14727","1972","06","25","-47.9502983093262","-16.2525005340576",NA,"Luziânia","83221","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:30:37-03","UFRJ","RFA","6415","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"alunos do primeiro ano",NA,NA,"Brasil","Rio de Janeiro","Sub-sede do Parque Nacional da Serra dos Órgãos (cultivada?)",NA,"Árvore pequena, excurssão dos alunos da Faculdade, horto Botânico","RFA26382","1962","11","10","-43.2075004577637","-22.9027996063232",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:30:37-03","UFRJ","RFA","4318","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","P. Occhioni","O.A. Costa",NA,NA,"Brasil","São Paulo","Cultivada",NA,NA,"RFA25042","1958","08","00","-46.6300010681152","-23.5400009155273",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-24 17:10:42-03","UTFPR","DVPR","894","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Dias, MC","Souza, A","s.n.",NA,"Brasil","Paraná","Campus da UEL, próximo ao viveiro de mudas CCB",NA,"Árvore 4m, flores amarelas.","DVPR000894","2001","09","08","-51.1627998352051","-23.3103008270264","DVPR000894","Londrina","63728","auto",NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-08 17:41:54-03","EAO","IAN","159600","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sartori, ALB","Pires, JM; Santos, MR dos","16615","Southern America","Brasil","Mato Grosso","Sararé.",NA,"Col. de madeira.; Árvore de 30 m de altura, 40 cm de diâmetro; casca com forte cheiro. Ocorre quando seco tem cheiro forte. Madeira castanho-avermelhada, muito difícil de rachar e durável, usado para peças resistentes e para cercas, ca","IAN159600","1978","08","13",NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-08 17:41:54-03","EAO","IAN","49688","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"sc","6671","Southern America","Suriname",NA,NA,NA,NA,"IAN049688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-08 17:41:54-03","EAO","IAN","68291","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Sandwith, NY","Smith, AC","3533",NA,"Guiana",NA,"Northwetstern slopes of Kanuku Mountains, in drainage of Moku-moku Creek (Takutu tributary); Dense forest; alt. 150-400m.",NA,"Tree 30 m. high; trunk 80 cm. diam.","IAN068291","1938","03","31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-08 17:41:54-03","EAO","IAN","97106","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Guedes, TN","615","Southern America","Brasil","Ceará","Serra do Bezouro; Sítio Serrinha.",NA,"Árvore de 15 m de altura; botões novos.","IAN097106","1957","08","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 17:41:54-03","EAO","IAN","15190","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Barreto, M","Oliveira, JE de","1001","Southern America","Brasil","Minas Gerais","Capoeira.",NA,"Árvore de 12 m de altura. Pouco frequente.","IAN015190","1942","07","05","-46.5691986083984","-22.0680999755859","IAN015190 IAN015190_e","Andradas","16593","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-08 17:41:54-03","EAO","IAN","14982","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Barreto, M","Oliveira, JE de","s.n.","Southern America","Brasil","Minas Gerais","Estação Experimental.",NA,"Cultivada.; Árvore de 4 m de altura.","IAN014982","1941","10","07","-43.937801361084","-19.9207992553711","IAN014982 IAN014982_e","Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:41:54-03","EAO","IAN","97702","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Queiroz, LP de","Fróes, RL","33278","Southern America","Brasil","Minas Gerais","Parque do Fomento Agrícola de Belo Horizonte.",NA,"Árvore cultivada.","IAN097702","1957","08","22","-43.937801361084","-19.9207992553711",NA,"Belo Horizonte","17082","auto",NA,NA,"2007","05","21",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-08 17:41:54-03","EAO","IAN","35608","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Santoro, J; Lima, AS","6861","Southern America","Brasil","São Paulo","Praça Imprensa Fluminense.",NA,"Árvore.","IAN035608","1942","12","18","-47.060001373291","-22.8999996185303","IAN035608 IAN035608_e","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-01-20 14:40:30-03","UPM","MACK","3433","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.",NA,"José Eduardo","2",NA,"Brasil","SP","EMURB - Empresa Municipal de Urbanização",NA,NA,"HMACK00003433-JoséEduardo2-4/5/2012,EMURB-EmpresaMunicipaldeUrbanização,SãoPaulo,SP,Brasil","2012","05","04","-46.6300010681152","-23.5400009155273",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-12-12 15:31:41-03","UFABC","HUFABC","001255","PreservedSpecimen","Plantae","Angiospermas",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.",NA,"Barreto, EHP","3",NA,"Brasil","São Paulo","Parque Buenos Aires",NA,"Doação do herbário municipal (Pq do Ibirapuera).; Bálsamo - do - Peru.","HUFABC001255","2016","03","17","-46.6300010681152","-23.5400009155273",NA,"São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-26 18:08:22-03","CPAN-UFMS","COR","9847","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Resende, U. M.","Resende, U. M.; Aragaki, S.","1229",NA,"Brasil","Mato Grosso do Sul","Fazenda Califórnia",NA,"Árvore, heliófita; flor ausente; fruto ausente; estado de conservação regular Habito: Árvore",NA,"2002","05","25","-56.861667","-20.701111",NA,"Bodoquena",NA,NA,"56º51'42''W","20º42'4''S",NA,NA,NA,"583","583",NA,NA,NA,NA,NA,NA
"37","2021-02-08 21:32:17-03","UFBA","ALCB","90002","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Cardoso, D","Guedes, ML; Gomes, FS; et al.","15929","Southern America","Brasil","Bahia","Serra Geral, Rio Cachoeira, Sítio Espírito Santo",NA,"de ca 10 m de altura. Folhas com folíolos cartáceos. Inflorescência com botões verdes, fflores com pétalas alvas.","ALCB031805","2009","08","06","-42.618611","-14.736111","ALCB031805 ALCB031805_1","Urandi",NA,NA,"-42.618611","-14.736111","2010","10","15","764","764",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:13:59-03","NBC","NL-BOTANY","L.1063601","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Smith AC",NA,"Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1063601 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1063601",NA,NA,NA,NA,NA,"NL-L1063601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw21696",NA,NA,NA,NA
"39","2020-02-08 09:13:59-03","NBC","NL-BOTANY","U.1313053","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Handro O","Handro O",NA,"Southern America","Brazil","São Paulo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1313053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1313053","1985","09","05",NA,NA,"NL-U1313053",NA,NA,NA,NA,NA,"1985","09","01",NA,NA,"Magnoliopsidae","U 0098206",NA,NA,NA,NA
"40","2020-02-08 09:13:59-03","NBC","NL-BOTANY","U.1313054","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Mantovani W","Custodio Filho A",NA,"Southern America","Brazil","São Paulo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1313054 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1313054","1982","08","01",NA,NA,"NL-U1313054",NA,NA,NA,NA,NA,"1985","10","01",NA,NA,"Magnoliopsidae","U 0038331",NA,NA,NA,NA
"41","2020-02-08 09:13:59-03","NBC","NL-BOTANY","U.1313059","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Rodriguez",NA,"Southern America","Argentina",NA,"Provencia Salta, Dep. Orán, Rio de las Piedras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1313059 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1313059",NA,NA,NA,NA,NA,"NL-U1313059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:13:59-03","NBC","NL-BOTANY","U.1313060","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Rodriguez",NA,"Southern America","Argentina",NA,"Provincia Salta, Dep. Orán, Rio de las Piedras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1313060 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1313060","1911","12","01",NA,NA,"NL-U1313060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 09:13:59-03","NBC","NL-BOTANY","U.1313061","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.",NA,"Rodriguez",NA,"Southern America","Argentina",NA,"Provencia Salta, Dep. Orán, Rio de las Piedras.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1313061 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1313061",NA,NA,NA,NA,NA,"NL-U1313061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-11-04 11:10:12-03","ESALQ","ESA","7528","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.F.",NA,"Durigan, G.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA007528","1987","08","03","-50.4099998474121","-22.6599998474121","ESA007528","Assis","23972","auto",NA,NA,"1991","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 10:55:49-03","ESALQ","ESA","133013","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.f.","Montibeller, C.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","107.0",NA,"Brasil","São Paulo","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.",NA,"Árvore regenerante.","ESA133013","2015","07","02","-47.82555","-22.77873",NA,"Piracicaba",NA,NA,"-47.82555","-22.77873","2015","07","02","545","545",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:10:12-03","ESALQ","ESA","6410","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.F.",NA,"Guidetti, J.C.S.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA006410","1990","09","03",NA,NA,"ESA006410","Tupi",NA,NA,NA,NA,"1990","10","04",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:10:12-03","ESALQ","ESA","7470","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Myroxylon","peruiferum","Myroxylon peruiferum","L.F.",NA,"Kampf, E.","116.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA007470",NA,NA,NA,"-47.6399993896484","-22.7199993133545","ESA007470","Piracicaba","44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
