"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","197657","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. Reitz","2413","1956","01","18","Brazil","Santa Catarina","Palhoça","Pilões, Palhoça","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197657","NY00197657_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","197654","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. Reitz","2580","1956","02","04","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P., Ibirama","-49.5178","-27.0569",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197654","NY00197654_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","814736","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","F. C. Hoehne","28200","1931","10","06","Brazil","São Paulo","Moji-Mirim","Mojí-Mirim.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814736",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1015972","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2400","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4356","-22.6497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015972","NY01015972_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","814735","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","F. C. Hoehne","28200","1931","10","06","Brazil","São Paulo","Moji-Mirim","Mojí-Mirim.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814735","NY00814735_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00894399","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","H. L. de M. Barreto","1784","1935","07","29","Brazil","Minas Gerais","Tombos","Fazenda da Cachoeira.","-42.0228","-20.9047",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894399","NY00894399_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","197651","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. Reitz","2413","1956","01","18","Brazil","Santa Catarina","Palhoça","Pilões, Palhoça","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197651","NY00197651_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00894396","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","J. B. Baitello","G. M. Araújo","856","1993","03","23","Brazil","Minas Gerais","Araguari","Fazenda da Mata, Araguari.","-48.1869","-18.6472",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894396","NY00894396_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1144958","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2244","2000","09","19","Brazil","São Paulo","Jundiaí","Base Ecológica da Serra do Japi.","-46.9472","-23.2361",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301698' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144958","NY01144958_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","197658","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. Reitz","2381","1956","01","10","Brazil","Santa Catarina","Itajaí","Luis Alves, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197658","NY00197658_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1144957","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2225","2000","09","09","Brazil","São Paulo","Campos do Jordão","Campos do Jordão. Caminho para o Pinheiro Chato.","-45.44025","-22.65092",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301695' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144957","NY01144957_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","814746","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","S. M. Silva; C. Kozera","C. Kozera","349","1996","11","08","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814746","NY00814746_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1015968","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2395","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4358","-22.6494",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115713' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015968","NY01015968_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","814743","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","H. H. van der Werff","G. G. Hatschbach","37305","1975","10","09","Brazil","Paraná","Rio Branco do Sul","Serra do Votuvoru","-49.3142","-25.1903",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814743","NY00814743_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1015966","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2391","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão. Caminho para o Pinheiro Chato.","-45.44","-22.6508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115701' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015966","NY01015966_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1015973","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2401","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4356","-22.6497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115729' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015973","NY01015973_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","197653","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. Reitz","2633","1956","02","05","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197653","NY00197653_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","814731","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","I. de Vattimo","R. M. Klein","1736","1955","11","03","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814731","NY00814731_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","814732","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","I. de Vattimo","R. Reitz","14117","1962","12","18","Brazil","Santa Catarina","Curitibanos","Curitibanos","-50.617613","-27.287336",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814732","NY00814732_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1015970","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2398","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4378","-22.6497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015970","NY01015970_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","814742","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","G. G. Hatschbach","12799","1965","09","17","Brazil","Paraná","Antonina","Estr. Cacatu-Serra Negra, Rio Cachoeira.","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814742","NY00814742_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","814750","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","Pessoal do Horto Florestal","s.n.","1927","07","28","Brazil","Rio de Janeiro","Rio de Janeiro","Caminho do Pai Ricardo, na encosta do Sumaré.","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814750","NY00814750_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1015975","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2403","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4356","-22.6497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015975","NY01015975_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1144966","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2334","2000","11","21","Brazil","Paraná","Bocaiúva do Sul","Margem Rio Capivari.","-48.82275","-25.08939",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301714' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144966","NY01144966_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1144959","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2245","2000","09","19","Brazil","São Paulo","Jundiaí","Base Ecológica da Serra do Japi.","-46.95061","-23.23669",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301700' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144959","NY01144959_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1015971","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. Rodrigues de Moraes","P. L. Rodrigues de Moraes","2399","2001","03","19","Brazil","São Paulo","Campos do Jordão","Parque Estadual de Campos do Jordão.","-45.4358","-22.6497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115725' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015971","NY01015971_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","814733","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","R. M. Klein","1736","1955","11","03","Brazil","Santa Catarina","Itajaí","Itajaí.","-48.694047","-26.904801",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817053' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814733","NY00814733_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","814737","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","I. de Vattimo","M. Bandeira","s.n.","1928","10","17","Brazil","Rio de Janeiro",NA,"Sumaré","-43.226672","-22.945054",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817091' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814737","NY00814737_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","823303","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","L. C. de S. Assis","J. G. Jardim","2104","1999","04","24","Brazil","Bahia","Jussari","Entrada para a Fazenda Teimoso 7,5 Km de Jussari, sede do município. Margem da estrada.","-39.5167","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823303",NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00894395","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","E. P. Heringer","5309","1980","08","18","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Córrego Quilombo.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894395","NY00894395_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","459857","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez",NA,"F. C. Hoehne","s.n.","1931","10","06","Brazil","São Paulo","Moji-Mirim","Mogi-Mirim","-46.96013","-22.425035",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=360050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459857","NY00459857_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","886992","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","P. L. R. de Moraes","A. P. Duarte","4990","1999","09","02","Brazil","Rio de Janeiro",NA,"Distrito Federal, Corcovado.","-43.212076","-22.951842",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886992","NY00886992_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","197652","PreservedSpecimen","Plantae","Lauraceae","Cryptocarya","aschersoniana","Cryptocarya aschersoniana","Mez","I. de Vattimo","R. Reitz","8581","1959","03","13","Brazil","Santa Catarina","Rio do Sul","Alto Matador, Rio do Sul","-49.563988","-27.247405",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=817208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00197652","NY00197652_01","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
