"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","coordinatePrecision","occurrenceRemarks","geoFlag","phylum","class","order","individualCount","continentOcean","preparationType","infraspecificEpithet","relationshipType","relatedCatalogItem","fieldNumber","previousCatalogNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","482493","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"P. K. H. Dusén","1909","02","04","Brazil","Paraná","Ponta Grossa","Capao Grande","-50.1617","-25.095",NA,NA,NA,NA,"NY00482493","NY00482493_01","7627",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760431' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","482492","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"P. K. H. Dusén","1910","12","05","Brazil","Paraná",NA,"Loco non notato",NA,NA,NA,NA,NA,NA,"NY00482492","NY00482492_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","482491","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"P. K. H. Dusén","1908","11","12","Brazil","Paraná","Piraquara",NA,"-49.0631","-25.4419",NA,NA,NA,NA,"NY00482491","NY00482491_01","7027",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760430' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","557679","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"P. Jorgensen","1932","02",NA,"Paraguay","Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,"NY00557679","NY00557679_01","4766",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760436' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","482497","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"G. G. Hatschbach","1968","03","08","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3289","-25.3069",NA,NA,NA,NA,"NY00482497","NY00482497_01","18689",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00482496","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"J. C. Lindeman","1967","03","08","Brazil","Paraná","Guarapuava","Fazenda Reserva, ca. 85 km S.W. of Guarapuava","-52.0758963","-25.9309469",NA,NA,"800","1050","NY00482496","NY00482496_01","4719",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760434' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","482495","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","longipes","Gomesa longipes","(Lindl.) M.W.Chase & N.H.Williams",NA,NA,NA,NA,"L. B. Smith","1965","01","15","Brazil","Paraná","Castro","Carambei by Rio Sao Joao","-50.03","-24.5",NA,NA,"950","950","NY00482495","NY00482495_01","14517",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","777034","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum","Booth ex Lindl.","R. Kersten",NA,NA,NA,"R. Kersten","2000","01","05","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.326804","-25.522889",NA,NA,NA,NA,"NY00777034","NY00777034_01","357",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=282422' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","505085","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum longipes","(Lindl.) Teusch.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","1970","11","18","Brazil","Paraná","Jaguariaíva","Sertao de Cima","-49.7056","-24.2511",NA,NA,NA,NA,"NY00505085","NY00505085_01","255494",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=474692' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta",NA,"Asparagales",NA,"South America","sheet","longipes",NA,NA,NA,NA,NA
"20","2020-11-13 09:20:35-03","UFRJ","RFA","9509","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum","Booth ex Lindl.","G.F.J. Pabst","1970",NA,NA,"G.G. Hatschbach","1968","11","21","Brasil","Paraná","Bocaiúva do Sul","Serra Virgem Maria","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"RFA31777",NA,"20260","61623","Epífita, flor amarela com máculas castanhas","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:20:35-03","UFRJ","RFA","9397","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum","Booth ex Lindl.","G.F.J. Pabst",NA,NA,NA,"G.G. Hatschbach","1968","03","08","Brasil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"RFA31776",NA,"18669","37295","Epífita, flor amarela, sépalas e pétalas com manchas castanhas","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:52:46-03","EAO","IAN","29054","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H. Williams","Meneguzzo, TEC","2013",NA,NA,"Occhioni, P","1939","01",NA,"Brasil","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,"IAN029054","IAN029054 IAN029054_1 IAN029054_e","5936",NA,"Flores amarelas.",NA,"Monocotiledônea",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:36-03","PUCPR","HUCP","13314","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams",NA,NA,NA,NA,"Schiochet, CLL","1984","10","13","Brasil","Santa Catarina","Ibirama","Ilha Recreativa Hering","-49.5177993774414","-27.0569000244141",NA,NA,NA,NA,"HUCP00003130","HUCP00003130","s.n.","18533",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:36-03","PUCPR","HUCP","21272","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams","Ariati, V",NA,NA,NA,"Ariati, V",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","Fazenda Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00003254","HUCP00003254","374","55154",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:26:36-03","PUCPR","HUCP","20967","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Kersten, RA","2009","10","10","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00003306","HUCP00003306","1415","25180",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:26:36-03","PUCPR","HUCP","21666","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Kersten, RA","2007","12","10","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00003386","HUCP00003386","1266","12577",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:26:36-03","PUCPR","HUCP","24373","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) & M.W. Chase. & N.H.Williams","Santos, TF",NA,NA,NA,"Santos, TF","2013","10","19","Brasil","Paraná","Tibagi","Fazenda Pinheirinho","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"HUCP00002711","HUCP00002711","011","56988",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-04 15:26:36-03","PUCPR","HUCP","13316","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams",NA,NA,NA,NA,"Shirata, MT","1991","12","05","Brasil","Paraná","Guaraqueçaba","Ilha do Rabelo","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"HUCP00003333","HUCP00003333","s.n.","37295",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-04 15:26:36-03","PUCPR","HUCP","13315","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams",NA,NA,NA,NA,"Shirata, MT","1991","12","05","Brasil","Paraná","Guaraqueçaba","Ilha do Rabelo","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"HUCP00003189","HUCP00003189","002","37295",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:26:36-03","PUCPR","HUCP","21618","S","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W. Chase. & N.H.Williams","Kersten, RA",NA,NA,NA,"Kersten, RA","2006","05","31","Brasil","Paraná","Piraquara",NA,"-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"HUCP00003252","HUCP00003252","1505","12577",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:38-03","PUCPR","HUCP","3558","S","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum","Booth ex Lindl.","Souza, WS","1986","11","02","Britez, RM",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00003259","HUCP00003259","1123","24916",NA,"auto","Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:28:41-03","UFBA","ALCB","07720","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Vanni, R","1999",NA,NA,"Grupo Pedra do Cavalo","1980","08",NA,"Brasil","Bahia","Cachoeira","Recôncavo Sul, Mata do rio Jacuípe","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"ALCB007669","ALCB007669 ALCB007669_1","593",NA,"epífita. Inflorescência em cacho lateral, nascendo da axila da folha que protege o pseudobulbo; flores marrons, pintalgadas, labelo amarelo.",NA,"Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:28:41-03","UFBA","ALCB","82743","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","uniflora","Gomesa uniflora","(Booth ex Lindl.) M.W.Chase & N.H.Williams","Menini Neto, L","2005",NA,NA,"Silva, JM; Abe, LM","1998","11","11","Brasil","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"ALCB006940","ALCB006940","2606","61623","epífita. Flor amarela.; encosta do morro.","auto","Monocotyledon",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531898","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Reitz R; Klein RM","1959","03","20","Brazil",NA,NA,"Santa Catarina. Rio do Meio, Lauro Müller.",NA,NA,NA,NA,NA,NA,"NL-L1531898","NL-L1531898",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531899","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Dusén PKH","1909","02","04","Brazil",NA,NA,"Brasilienses. Parana: Capão Grande, in silvula ad trunv. arb. *.",NA,NA,NA,NA,NA,NA,"NL-L1531899","NL-L1531899",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:46:37-03","NBC","NL-BOTANY","U.1462223","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","08","Brazil",NA,NA,"Est. Paraná. Fazenda Reserva, ca. 85 km S.W. of Guarapuava. On dead tree over rivulet towards Iguaçú.",NA,NA,NA,NA,NA,NA,"NL-U1462223","NL-U1462223",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1462223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:46:37-03","NBC","NL-BOTANY","U.1462224","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Krapovickas A; Cristóbal CL","1987","01","16","Brazil",NA,NA,"Parana. Vila Velha.",NA,NA,NA,NA,NA,NA,"NL-U1462224","NL-U1462224",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1462224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:46:37-03","NBC","NL-BOTANY","WAG.1138341","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Hatschbach GG","1951","11","18","Brazil",NA,NA,"Campininha (mun. Piraquara) Paraná.",NA,NA,NA,NA,NA,NA,"NL-WAG1138341","NL-WAG1138341",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1138341 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531902","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel",NA,NA,NA,NA,"Hatschbach GG","1961","12","07","Brazil",NA,NA,"Est. Parana, Mun Tijucas do Sul, Matulão.",NA,NA,NA,NA,NA,NA,"NL-L1531902","NL-L1531902",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"40","2020-02-08 08:46:37-03","NBC","NL-BOTANY","L.1531902","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes monophyllum","Regel",NA,NA,NA,NA,"Hatschbach GG","1961","12","07","Brazil",NA,NA,"Est. Parana, Mun Tijucas do Sul, Matulão.",NA,NA,NA,NA,NA,NA,"NL-L1531902","NL-L1531902",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531902 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliopsidae","Asparagales",NA,"Southern America",NA,"monophyllum",NA,NA,NA,NA,NA
"41","2020-11-04 12:17:39-03","ESALQ","ESA","50486","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.",NA,NA,NA,NA,"Santos, M.B.; Pardi, M.M.; Bordini, M.C.P.; Bosquetti, L.B.; Marcelino, V.R.; Breier, T.B.; Souza, V.C.; Rodrigues, R.R.","2005","03","27","Brasil","São Paulo","Eldorado","BLOQUEADO","-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA050486",NA,"82.0","38804","epífita.1 a 2 flores por inflorescência. Flor amarela com manchas marrons. A 2m na árvore.","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 12:17:39-03","ESALQ","ESA","118313","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes",NA,"Catharino, E.L.M.",NA,NA,NA,"Bicalho, H.D.","1967","04","01","Brasil","Mato Grosso do Sul","Dourados",NA,"-54.8055992126465","-22.2210998535156",NA,NA,NA,NA,"ESA118313","ESA118313","6338.0","74744",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 12:17:39-03","ESALQ","ESA","12243","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.","Barros, F.",NA,NA,NA,"Souza, V.C. et al.","1993","10","30","Brasil","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424",NA,NA,NA,NA,"ESA012243",NA,"4549.0","14955",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:17:39-03","ESALQ","ESA","77398","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes","Lindl.","Forster, W.",NA,NA,NA,"Von Linsingen","2000","11","01","Brasil","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"ESA077398","ESA077398","580.0","44368",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:17:39-03","ESALQ","ESA","107969","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes",NA,NA,NA,NA,NA,"Santos, M.B.","2005","03","27","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA107969","ESA107969","82.0","38804",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 12:17:39-03","ESALQ","ESA","106085","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","longipes","Oncidium longipes",NA,"Souza, V.C.","2007",NA,NA,"Bazarian, S.V.","2006","03","10","Brasil","São Paulo","Ribeirão Grande",NA,"-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"ESA106085","ESA106085","151.0","25028",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 12:17:39-03","ESALQ","ESA","62353","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","uniflorum","Oncidium uniflorum","Booth.","Forster, W.",NA,NA,NA,"Forster, W. ; Leoni, L.S.","1999","05","28","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"ESA062353",NA,"80.0","21645",NA,"auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
