"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","class","relatedCatalogItem","infraspecificEpithet","individualCount","typeStatus","eventTime","fieldNumber"
"11","2021-04-05 14:33:42-03","UNESC","CRI","892","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Vanilde Citadini- Zanette","Valdemar Boff","528","1997","08","01","Brasil","Santa Catarina","Araranguá","Lot. Paiquere, morro dos conventos.","-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4",NA,"CRI004524","CRI004524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:33:42-03","UNESC","CRI","7025","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"Zoê Gomes",NA,"1999","03","01","Brasil","Santa Catarina","Morro da Fumaça",NA,"-49.207222","-28.653889","49º12'26''W","28º39'14''S","22","22","Habito: arbustiva","CRI004537","CRI004537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:33-03","UNESC","CRI","13185","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Oliveira, AA de","Oliveira, A.A. de","2890","2016","01","16","Brasil","Santa Catarina","São João Batista","Camboriú. Camboriú.","-48.809444","-27.271111","48º48'34''W","27º16'16''S","119","119",NA,"CRI011855","CRI011855","2016","01","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:42-03","UNESC","CRI","4803","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Daniel B. Falkenberg","Vanilde Citadini Zanette","2073","1996","03","21","Brasil","Santa Catarina","Imbituba","Loteamento Rosa Norte.","-48.670556","-28.240556","48º40'14''W","28º14'26''S","38","38",NA,"CRI004530","CRI004530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:42-03","UNESC","CRI","6042","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Vanilde Citadini- Zanette","Robson dos Santos; Clair Maria Martinello","267","1996","09","01","Brasil","Santa Catarina","Araranguá",NA,"-49.486111","-28.935278","49º29'10''W","28º56'7''S","4","4",NA,"CRI004528","CRI004528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:42-03","UNESC","CRI","6059","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Daniel B. Falkenberg","Robson dos Santos","275","1996","02","17","Brasil","Santa Catarina","Governador Celso Ramos",NA,"-48.559444","-27.315278","48º33'34''W","27º18'55''S","24","24","Habitat: restinga","CRI004526","CRI004526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:33-03","UNESC","CRI","11548","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","A. A. de Oliveira","S. Dreveck","2310","2010","07","08","Brasil","Santa Catarina","Antônio Carlos","Rua Nossa Senhora de Fátima.","-48.78","-27.54","48º46'48''W","27º32'24''S","230","230","Floresta Ombrófila Densa Habitat: entorno do fragmento Habito: arbusto","CRI004535","CRI004535","2010","08","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:42-03","UNESC","CRI","4844","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Daniel B. Falkenberg","Vanilde Citadini Zanette","2114","1996","06","02","Brasil","Santa Catarina","Florianópolis","Costão do Santinho.","-48.48","-27.592222","48º28'48''W","27º35'32''S","17","17",NA,"CRI004529","CRI004529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:33-03","UNESC","CRI","6106","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Vanilde Citadini- Zanette","V. Citadini-Zanette",NA,"1996","03","21","Brasil","Santa Catarina","Imbituba","Loteamento Solagem.","-48.670556","-28.240556","48º40'14''W","28º14'26''S",NA,NA,"Restinga","CRI004533","CRI004533",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:25:33-03","UNESC","CRI","12308","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Renato Colares","Alexandre Medeiros",NA,"2017","04","24","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras.","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 205","CRI010492",NA,"2017","05","19","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","558572","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","A. C. Brade","A. P. Duarte","3358","1950","12","08","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, prope Florianopolis","-48.4934807","-27.5942613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558572","NY00558572_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558566","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.",NA,"F. C. Hoehne","28671","1932","01","08","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558566","NY00558566_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","558573","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","J. J. Wurdack","M. Rinald","7","1983","11","03","Venezuela","Miranda",NA,"IVIC (Inst. Venezoiano de Invest. Cient.); frente a la Entrada de la Seccion Taller, A Orilla del camino","-66.98","10.4",NA,NA,"1200","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558573",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","514887","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","F. S. Meyer","R. Reitz","C1365","1945","12","28","Brazil","Santa Catarina","Sombrio","Sombrio","-49.635936","-29.103288",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00514887","NY00514887_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","558441","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","F. S. Meyer","A. A. Beetle","1864","1952","08","06","Brazil","Rio Grande do Sul","Torres","2 km south of Torres","-49.732077","-29.3616778",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558441","NY00558441_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","558570","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","F. Markgraf","R. Reitz","5039","1952","12","22","Brazil","Santa Catarina","Palhoça",NA,"-48.6678","-27.6456",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558570","NY00558570_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","558567","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.",NA,"F. C. Hoehne","28671","1932","01","08","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392605' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558567","NY00558567_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","558568","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","A. C. Brade","R. Reitz","2794","1956","02","24","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558568","NY00558568_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","558565","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","M. L. D. R. Souza","G. F. J. Pabst","s.n.","1950","01","30","Brazil","Rio Grande do Sul","Torres","Itapara, 6 km. de Torres","-49.775451","-29.392487",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392607' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558565","NY00558565_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","558564","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","U. M. Resende","U. M. Resende","1301","1994","04","13","Brazil","Paraná","Curitiba","Universidade Federal do Paraná, (Campus do Centro Politécnico)","-49.22","-25.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558564","NY00558564_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","558571","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","A. C. Brade","A. P. Duarte","3358","1950","12","08","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina, prope Florianopolis","-48.4934807","-27.5942613",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558571","NY00558571_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","558563","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","C. A. Cogniaux","Illegible collector name","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"Collector Dr. Essehsseh? <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558563","NY00558563_01 NY00558563_02",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 21:10:00-03","NY","NYBG","02104212","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana",NA,"W. Meier","W. Meier","14480","2007","12","09","Venezuela","Distrito Capital",NA,"Parque Nacional El Ávila: Camino de los Españoles, vertiente norte","-66.925","10.5583",NA,NA,"1400","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2630438' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104212","NY02104212_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","558644","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","P. J. F. Guimarães","M. Hermann","389","1990","03","01","Brazil","Santa Catarina","Araranguá","Ca. 15 km N of Araranguá, Morro dos Conventos near Camping Lago Dourado","-49.5","-28.92",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558644","NY00558644_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","558569","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","Cogn.","J. J. Wurdack","A. Lourteig","2346","1967","12","20","Brazil","Santa Catarina",NA,"Camino de Itajaí a Estreito",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558569","NY00558569_01",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:27-03","UFRJ","RFA","13413","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","J.J. Wurdack","P. Occhioni","5309","1972","11","24","Brasil",NA,"Brasil","Barra da Lagoa - Rio Vermelho",NA,NA,NA,NA,NA,NA,"Planta 1,5 m de altura; flor roxa. Muito frequente","RFA45713",NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:31:27-03","UFRJ","RFA","11279","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"P. Occhioni","4707","1971","11",NA,"Brasil","Santa Catarina","Florianópolis",NA,"-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Arbusto de flor roxa","RFA45712",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-24 17:10:49-03","UTFPR","DVPR","5523","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Silva, DR","Rocha Filho, JA; Piva, J; Machado, C","567","2018","01","23","Brasil","Paraná","Capanema","Futura área do reservatório da UHE Baixo Iguaçu, estrada à margem esquerda do Rio Iguaçu.","-53.3828","-25.3126","-53.3828","-25.3126","257","257","Árvore 5 m. Folhas discolores, cartáceas, pilosas. Flores Roxas. Ponto 495.; Capoeira em margem de estrada, solo argiloso.","DVPR005523",NA,"2018","03","27",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-24 17:10:49-03","UTFPR","DVPR","731","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Ferreira, T","Chielle, J; Ferreira, T","s.n.","2013","03","20","Brasil","Paraná","Dois Vizinhos","UTFPR - arboreto","-53.057201385498","-25.7336006164551",NA,NA,NA,NA,"Arbusto, folha simples, aveludadas, verde acinzentada.","DVPR000731","DVPR000731",NA,NA,NA,"19637","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:26-03","PUCPR","HUCP","3913","S","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(Dc.) Cogn.","Jaszczerski, JC","Misocami, CK","s.n.",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00013663","HUCP00013663","1985","08","22","25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:26-03","PUCPR","HUCP","3472","S","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(Dc.) Cogn.","Silva, SM","Britez, RM","1126",NA,NA,NA,"Brasil","Paraná","Paranaguá","Ilha do Mel, Ponta Oeste.","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"HUCP00014285","HUCP00014285","1986","11","22","24916","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:26-03","PUCPR","HUCP","3999","S","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(Dc.) Cogn.","Jaszczerski, JC","Misocami, CK","003",NA,NA,NA,"Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00013611","HUCP00013611","1985","06","13","25180","auto","Eudicotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557784","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"Vincent D",NA,"1905","11","01","Brazil",NA,NA,"Brésil. Env. & Rio di Janeiro.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557784 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557784","NL-L2557784",NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"44","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557785","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"Vincent D",NA,"1914","03","01","Brazil",NA,NA,"Bresil: Bahia, in collibus.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557785 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557785","NL-L2557785",NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"45","2020-02-08 10:05:16-03","NBC","NL-BOTANY","L.2557786","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,"in Ins. Catharina, ad litt. Brasil.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2557786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2557786","NL-L2557786",NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"46","2020-02-08 10:05:16-03","NBC","NL-BOTANY","U.1610542","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.","Almeda F","Fonnegra Gomez R",NA,"1989","06","22","Colombia","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1610542 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1610542",NA,NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae","U 0082921",NA,NA,NA,NA,NA
"47","2020-02-08 10:05:16-03","NBC","NL-BOTANY","WAG.1095183","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","urvilleana","Tibouchina urvilleana","(DC.) Cogn.",NA,"Hatschbach GG; Koczicki C",NA,"1970","11","28","Brazil",NA,NA,"Ilha do Mel (mun. Paranagá) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1095183 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1095183","NL-WAG1095183",NA,NA,NA,NA,NA,NA,"Myrtales","Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
