"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","dayIdentified","recordedBy","country","stateProvince","county","recordNumber","year","month","day","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","coordinatePrecision","geoFlag","imagecode","continentOcean","fieldNumber","preparationType","class"
"11","2021-02-07 08:35:21-03","MN","R","214760","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gomes-da-Silva, J.","Brasil","Minas Gerais","Viçosa","42","2008","04","03",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"R010017317","13937","auto",NA,NA,NA,NA,NA
"12","2021-02-07 08:35:21-03","MN","R","214758","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gomes-da-Silva, J.","Brasil","Minas Gerais","Viçosa","39","2008","04","03",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"R010017321","13937","auto",NA,NA,NA,NA,NA
"13","2021-02-07 08:35:21-03","MN","R","214536","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gonçalves, L.F.","Brasil","Rio de Janeiro","Guapimirim","5","2011","06","30",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"R010017310","21463","auto","R010017310",NA,NA,NA,NA
"14","2021-02-07 08:35:21-03","MN","R","214532","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gonçalves, L.F.","Brasil","Rio de Janeiro","Guapimirim","90","2012","04","20",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"R010017314","21463","auto",NA,NA,NA,NA,NA
"15","2021-02-07 08:35:21-03","MN","R","214535","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gonçalves, L.F.","Brasil","Rio de Janeiro","Guapimirim","76","2012","03","24",NA,"-42.9818992614746","-22.5372009277344",NA,NA,NA,NA,"R010017311","21463","auto",NA,NA,NA,NA,NA
"16","2021-02-07 08:35:21-03","MN","R","213442","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Uribbe, F.P.","Brasil","Rio de Janeiro","Petrópolis","59","2012","09","03",NA,"-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R010017315","36524","auto",NA,NA,NA,NA,NA
"17","2021-02-07 08:35:21-03","MN","R","213657","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Moura, R.","Brasil","Rio de Janeiro","Rio de Janeiro","783","2009","02","04",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"R010017318","57442","auto","R010017318",NA,NA,NA,NA
"18","2021-02-07 08:35:21-03","MN","R","104663","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Vidal, J.","Brasil","Rio de Janeiro","Teresópolis","1051","1952",NA,NA,NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017324","38539","auto",NA,NA,NA,NA,NA
"19","2021-02-07 08:35:21-03","MN","R","214534","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Gonçalves, L.F.","Brasil","Rio de Janeiro","Teresópolis","60","2012","03","09",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"R010017312","38539","auto",NA,NA,NA,NA,NA
"20","2021-02-07 08:35:21-03","MN","R","104798","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Vidal, J.","Brasil","Rio de Janeiro","Magé","884","1952",NA,NA,"Barreira.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"R010017323","20531","auto",NA,NA,NA,NA,NA
"21","2021-02-07 08:35:21-03","MN","R","193001","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Vidal, J.","Brasil","Rio de Janeiro","Magé","713","1952",NA,NA,"Barreira.","-43.040599822998","-22.6527996063232",NA,NA,NA,NA,"R010017320","20531","auto",NA,NA,NA,NA,NA
"22","2021-02-07 08:35:21-03","MN","R","229413","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,NA,NA,"Moura, R.","Brasil","Espírito Santo","Santa Teresa","52","2009","11","24","Reserva Biológica Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"R010017267","23813","auto",NA,NA,NA,NA,NA
"23","2020-12-20 21:16:28-03","UFV","VIC","26400","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,"Epífita; escapo vermelho; brácteas escapais inferiores verdes; brácteas primárias, florais e sépalas vermelho sangue; pétalas brancas.",NA,"Paula, C.C. de; Silva, R.R. da","Brasil","Espírito Santo","Rio do Meio","s.n.","2002","01","17",NA,NA,NA,NA,NA,NA,NA,"VIC026400",NA,NA,"VIC026400",NA,NA,NA,NA
"24","2020-12-20 21:16:28-03","UFV","VIC","34479","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,"Campo Rupestre Ferruginoso Couraçado. Epífita em borda de mata.",NA,"Guarçoni, E.; Sartori, M.A.","Brasil","Minas Gerais","Serro","1702","2007","06","16","1.133 m alt.","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"VIC034479","37754","auto","VIC034479",NA,NA,NA,NA
"25","2020-12-20 21:16:28-03","UFV","VIC","34480","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren",NA,NA,NA,NA,"Campo Rupestre Ferruginoso Couraçado. Epífita em borda de mata.",NA,"Guarçoni, E.; Sartori, M.A.","Brasil","Minas Gerais","Serro","1703","2007","06","16","1.133 m alt.","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"VIC034480","37754","auto","VIC034480",NA,NA,NA,NA
"26","2020-07-02 18:52:20-03","UFJF","CESJ","58962","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) Mez","F.C. Favoreto","2012","05",NA,"Erva rupícola, mésica, c.a 45 cm em flor passada. Folhas verdes, mais claras na face abaxial pelo indumento de escamas beges. Bainha castanha, face adaxial arroxeada. Escapo vinoso, bracteas do escapo verde-arroxeadas. Raque arroxeada, bractea floral ver",NA,"F.C. Favoreto; Lima; A.B.P.; D.R. Couto","Brasil","Espírito Santo","Cachoeiro de Itapemirim","94","2011","06","18","Burarama, Canta Galo. Propiedade de Sebastião da Carneira.","-41.378944","-20.67875","-41.378944","-20.67875",NA,NA,"CESJ058962",NA,NA,NA,"América do Sul",NA,NA,NA
"27","2019-11-21 14:32:59-03","UFJF","CESJ","71699","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) Mez","D.E.F. Barbosa","2016","12",NA,"Epífita a cerca de 7m sobre árvore isolada na beira da estrada. Escapo floral vermelho, brácteas florais vermelhas, sépalas e pétalas alvas.","20","D.E.F. Barbosa; G.A. Basilio","Brasil","Minas Gerais","Lima Duarte","356","2016","12","20","Conceição de Ibitipoca, Floresta semidecidual montana","-43.913333","-21.698611","-43.913333","-21.698611","1200","1200","CESJ071699",NA,NA,NA,"América do Sul",NA,NA,NA
"28","2020-10-14 10:00:18-03","FURB","FURB","23889","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","Forzza, RC","2010",NA,NA,"Florística IFFSC 571 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Inicial Habito: epífita; flor haste floral vermelha",NA,"Korte, A.; Kniess, A.","Brasil","Santa Catarina","Presidente Getúlio","2614","2010","04","09","Santa Rita.","-49.7705556","-27.0902777","-49.7705556","-27.0902777","516","516","FURB01161",NA,NA,"FURB01161",NA,NA,NA,NA
"29","2020-10-14 10:00:18-03","FURB","FURB","52679","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","L.A. Funez","2017","01",NA,"Brácteas vermelhas, flores amareladas Habitat: Árvore isolada Habito: epífita","31","Funez, L.A.","Brasil","Santa Catarina","Blumenau","6007","2016","12","06","Furb, campus I.","-49.08","-26.9061111","-49.0800000","-26.9061111","38","38","FURB52679",NA,NA,"FURB52679",NA,NA,NA,NA
"30","2019-06-27 10:24:23-03","UFES","VIES","21323","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,NA,NA,"Couto, D.R.; Gambati, A.L.","Brasil","Espírito Santo","Mimoso do Sul","1939","2011","05","12","Pedra dos Pontões.","-41.3664016723633","-21.0641994476318",NA,NA,NA,NA,"VIES021323","29430","auto","VIES021323",NA,NA,NA,NA
"31","2020-06-29 09:29:57-03","UFRRJ","RBR","3704","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","B.R. Silva","1999","03",NA,NA,"18","H. Monteiro","Brasil",NA,"Brasil","1965","1938",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RBR00003704",NA,NA,"RBR00003704",NA,NA,NA,NA
"32","2020-12-21 16:19:34-03","MBM","MBM","15100","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morr.","Pereira, E.",NA,NA,NA,NA,NA,"Pereira, E.","Brazil","Rio de Janeiro",NA,"10673","1968","01","28","Serra da Estrella",NA,NA,NA,NA,NA,NA,"MBM015100",NA,NA,"MBM015100","Southern America",NA,NA,NA
"33","2020-12-21 16:19:34-03","MBM","MBM","208202","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morr.","Leme, E.M.C.",NA,NA,NA,NA,NA,"Hatschbach, G.","Brazil","Espírito Santo","Alfredo Chaves","65687","1997","01","03","São Bento de Urânia","-40.749698638916","-20.6350002288818",NA,NA,NA,NA,"MBM208202","32447","auto","MBM208202","Southern America",NA,NA,NA
"34","2020-12-21 16:19:34-03","MBM","MBM","172861","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morr.","Leme, E.M.C.",NA,NA,NA,NA,NA,"Hatschbach, G.","Brazil","Espírito Santo","Venda Nova do Imigrante","61613","1995","01","29","Alto Bananal","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"MBM172861","15909","auto","MBM172861","Southern America",NA,NA,NA
"35","2015-09-03 21:45:51-03","MNHN","RECOLNAT_MNHN_P","P01723963","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren ex Mez",NA,NA,NA,NA,". . Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01723963' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Regnell","Brasil",NA,NA,NA,"1858","1","1","Brésil. Brasil, América do Sul",NA,NA,NA,NA,NA,NA,"P01723963",NA,NA,"P01723963_01",NA,"III 1257","hb",NA
"36","2015-09-03 21:45:51-03","MNHN","RECOLNAT_MNHN_P","P01723962","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren ex Mez",NA,NA,NA,NA,". . Specimen in monographia Bromeliacearum citatum. Hybride art. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01723962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Regnell","Brasil","Minas Gerais","Caldas",NA,"1852","1","1",". Caldas, Minas Gerais, Sudeste, Brasil, América do Sul","-46.386100769043","-21.9235992431641",NA,NA,NA,NA,"P01723962","25710","auto","P01723962_01",NA,"III 1257","hb",NA
"37","2020-12-11 11:43:36-03","UFMG","BHCB","102200","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,"Epífita em mata de encosta.",NA,"Viana, PL; Leite, FSF; Lopes, LE; Ferreira, M","Brasil","Minas Gerais","Rio Vermelho","2469","2006","03","10","Serra dos Dois Irmãos","-43.035556","-18.076389","-43.035556","-18.076389","1350","1350",NA,NA,NA,NA,"Southern America",NA,NA,NA
"38","2020-12-11 11:43:36-03","UFMG","BHCB","59246","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,"Epífita a 2m de altura, no interior de floresta ciliar e margem do rio Grande",NA,"Salino, A; Morais, PO","Brasil","Minas Gerais","Santana do Garambéu","6797","2001","05","11","Alto Rio Grande","-44.1044006347656","-21.6014003753662",NA,NA,"1150","1150",NA,"16256","auto",NA,"Southern America",NA,NA,NA
"39","2020-12-11 11:43:36-03","UFMG","BHCB","62338","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,"Erva epífita crescendo em mata nebular; brácteas roxas, flores amarelas.",NA,"Mota, RC da; Marques, A","Brasil","Minas Gerais","Caeté","344","2001","02","22","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,NA,"22051","auto",NA,"Southern America",NA,NA,NA
"40","2021-02-11 17:18:25-03","UFPR","UPCB","66009","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren ex Mez","Kessous, I.M.","2018","04",NA,"Erva epífita. Folhas verdes; bainhas castanhas. Escapo, brácteas do escapo e brácteas florais vermelhos. Frutos jovens verdes..","24","Forzza, R.C.","Brasil","Espírito Santo","Castelo","5476","2009","04","07","BLOQUEADO",NA,NA,"9999","9999","1100","1400","UPCB0035327",NA,NA,NA,NA,NA,NA,NA
"41","2018-06-22 05:25:00-03","MO","MOBOT","2454541","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren ex Mez",NA,NA,NA,NA,NA,NA,"Pe. Raulino Reitz","Brazil","Santa Catarina",NA,"Reitz 4280","1952","1","5","Blumenau.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"42","2009-06-25 21:30:00-03","MO","MOBOT","3022369","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren ex Mez",NA,NA,NA,NA,NA,NA,"Anonymous","Brazil",NA,NA,"Anonymous s.n.","1879","3",NA,"Rio Binot.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"43","2017-07-13 05:17:00-03","MO","MOBOT","3018646","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E. Morren ex Mez","G. Martinelli",NA,NA,"1",NA,NA,"Gustavo Martinelli|Fernando O. Zuloaga|Marcelo D. Vázquez Á.|Roberto Kautsky|J. M. Caruso","Brazil","Espírito Santo","Alfredo Chaves","Martinelli 10923","1985","5","8","Vila São Bento de Urãnio, mata higrófila, em solo de quartzo.","-40.749698638916","-20.6350002288818",NA,NA,"800.00000000","1000.00000000",NA,"32447","auto",NA,"South America",NA,NA,NA
"44","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","21956",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Epífita na luz forte. Brácteas vermelhas. Pétalas brancas.",NA,"L. Kollmann","Brasil","Espírito Santo","Castelo","6432","2004","01","28","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"MBML021956",NA,NA,"MBML021956",NA,NA,NA,NA
"45","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","24516",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","L. Kollmann/17-06-2008",NA,NA,NA,"Epífita na sombra, frutos verdes, brácteas secas.",NA,"L. Kollmann; et al","Brasil","Espírito Santo","Santa Teresa","7889","2005","07","05","Penha, Propriedade do Tabajará","-40.5625","-19.951667","40W33'45","19S57'6",NA,NA,"MBML024516",NA,NA,"MBML024516_1 MBML024516_2",NA,NA,NA,NA
"46","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","24615",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Rupestre no sol. Inflorescência vermelha.",NA,"L. Kollmann; et al","Brasil","Espírito Santo","Castelo","7980","2005","07","12","Parque Estadual do Forno Grande","-41.100556","-20.519167","41W6'2","20S31'9",NA,NA,"MBML024615",NA,NA,"MBML024615",NA,NA,NA,NA
"47","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","24991",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Epífita no sol, brácteas vermelhas.",NA,"L. Kollmann; et al","Brasil","Espírito Santo","Domingos Martins","8044","2005","07","13","Parque Estadual da Pedra Azul","-41.019167","-20.403889","41W1'9","20S24'14",NA,NA,"MBML024991",NA,NA,"MBML024991",NA,NA,NA,NA
"48","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","25594",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","L. Kollmann/17-06-2008",NA,NA,NA,"Epífita na meia sombra. Bainha foliareas pretas, inflorescência seca.",NA,"L. Kollmann","Brasil","Espírito Santo","Santa Teresa","8456","2005","11","17","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML025594",NA,NA,"MBML025594",NA,NA,NA,NA
"49","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","35385",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"epífita. Folha verde escuro; lâmina verde com pintas de cor vinho. Abundante na area, de grande luminosidade.",NA,"V.C. Manhães","Brasil","Espírito Santo","Mimoso do Sul","3","2006","06","03","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444","41W33'2","20S56'22","700","700","MBML035385",NA,NA,"MBML035385",NA,NA,NA,NA
"50","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","35393",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"epífita. Folha verde escuro; lâmina verde com pintas de cor vinho. Abundante na area, de grande luminosidade.",NA,"V.C. Manhães","Brasil","Espírito Santo","Mimoso do Sul","5","2006","06","03","Pedra dos Pontões - Fragmento do Toti","-41.550556","-20.939444","41W33'2","20S56'22","700","700","MBML035393",NA,NA,"MBML035393",NA,NA,NA,NA
"51","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","42399",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,"Epifita, bracteas florais vermelhas, bracteas escapais verdes, flores amarelas.",NA,"L. Kollmann; R. Goldenberg, M.K.Caddah, M.Reginato & F. Michelangeli","Brasil","Espírito Santo","Santa Teresa","12178","2011","02","08","Valsugana Velha, Estação Biológica de Santa Lúcia","-40.536944","-19.967778","40W32'13","19S58'4",NA,NA,"MBML042399",NA,NA,"MBML042399_1 MBML042399_2",NA,NA,NA,NA
"52","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","5165",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Epífita estéril. Mata de encosta, desmatamento. Cult. Herborizada em 18/1/1989. folha com base interna vinho, pedúnculo e brácteas vinho claro, cálice e corola alvos, cult/herb.",NA,"M. F. dos Santos; D.Loss","Brasil","Espírito Santo","Santa Teresa",NA,"1988","09","25","Propriedade vizinha à Estação Biológica de Santa Lúcia","-40.544167","-19.963889","40W32'39","19S57'50",NA,NA,"MBML005165",NA,NA,"MBML005165",NA,NA,NA,NA
"53","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","29900",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Epífita na sombra, brácteas vermelhas.",NA,"L. Kollmann","Brasil","Espírito Santo","Atílio Vivácqua","9725","2007","04","26","Moitão","-41.209722","-21.340278","41W12'35","21S20'25",NA,NA,"MBML029900",NA,NA,"MBML029900",NA,NA,NA,NA
