"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem"
"11","2020-12-20 21:19:00-03","UFV","VIC","48903","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinícius-Silva, R.","2016","04","21","Vinícius-Silva, R.","2016","04","21","Brasil","Espírito Santo","Castelo","Mata da Balança, Próximo ao Parque Estadual do Forno Grande","-41","-20","-41","-20","1165","1165","Indivíduos com, aproximadamente, 14-16 m de altura, inicialmente eretos e arqueando-se no ápice. Entrenós com 50-70 cm de comprimento, verde amarelado; faixa infranodal de tricomas lanosos presente.","VIC048903","VIC048903",NA,NA,"86",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:19:00-03","UFV","VIC","48904","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinícius-Silva, R.","2016","04","21","Vinícius-Silva, R.; Costa, C.J.; Costa, T.S.","2016","04","21","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Trilha das piscinas","-41","-20","-41","-20","1218","1218","Indivíduos com, aproximadamente, 16-22 m de altura, inicialmente eretos e arqueando-se no ápice. Entrenós com 86-90 cm de comprimento, 2.5-3 cm de diâmetro, verde amarelado.","VIC048904","VIC048904",NA,NA,"85",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:19:00-03","UFV","VIC","48892","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinícius-Silva, R.","2017","01","26","Vinícius-Silva, R.; Costa, C.J.; Silva, M.C.N.A.","2016","06","28","Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, Trilha do Véu da Noiva, um pouco antes da gruta do presidente","-42","-20","-42","-20","1179","1179","Indivíduos jovens com, aproximadamente, 3 m de altura. Inicialmente ereto, arqueando-se no ápice. Entrenós com, aproximadamente 20 cm de comprimento, verde amarelados. Planta encontrada na borda da trilha.","VIC048892","VIC048892",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-08 09:20:38-03","UNICAMP","UEC","93077","S","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R","2017","03","20","Assis, CL","2016","03","03","Brazil","Minas Gerais","Cataguases","Cataguases (MG).","-42.6967010498047","-21.3892002105713",NA,NA,NA,NA,NA,"UEC170078","UEC170078","Liliopsida",NA,"s.n.",NA,NA,NA,"21268","auto",NA,NA,NA,NA
"15","2020-12-11 11:45:10-03","UFMG","BHCB","200758","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,"2016",NA,NA,"Vinícius-Silva, R","2016","04","21","Brasil","Espírito Santo","Castelo","Mata da Balança, Próximo ao Parque Estadual do Forno grande","-41.084972","-20.5255","-41.084972","-20.5255","1165","1165","Indivíduos com aproximadamente 14=-16m de altura, inicialmente eretos e arqueando-se no ápice. Entrenós com 50-70 cm de comprimento, verde amarelado, faixa infranodal de tricomas lanosos presente, no restante do entrenó é possível tam","BHCB200758","BHCB200758","Monocotyledon",NA,"86","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:45:10-03","UFMG","BHCB","171083","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,"2019","07",NA,"Lombardi, JA; Taxonomia de Campo 2011","2011","04","11","Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, Estrada da Barragem caminho sede - trilha do Cartão Postal.","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Ramos flexuosos, inflorescências arroxeadas.; Mata atlântica.","BHCB015578",NA,"Monocotyledon",NA,"8193","Southern America",NA,NA,"38539","auto",NA,NA,NA,NA
"17","2014-01-15 09:21:00-02","MO","MOBOT","1811597","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","T. Sendulsky",NA,NA,NA,"Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","1976","3","26","Brazil","Rio de Janeiro",NA,"16 km S of Itaipara; Serra dos Orgãos. Montane forest.",NA,NA,NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,"Davidse 11419","South America",NA,"Paratype",NA,NA,"1182","1",NA,NA
"18","2014-01-15 09:20:00-02","MO","MOBOT","3267606","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","T. Sendulsky",NA,NA,NA,"R.S. Pinheiro","1972","10","25","Brazil","Bahia",NA,"Jaguaquara, Km 30 de rod. Jaguaquara/Apuerema.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinheiro 1952","South America",NA,"Paratype",NA,NA,NA,"1",NA,NA
"19","2008-05-27 22:02:00-03","MO","MOBOT","3267932","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","T. Sendulsky",NA,NA,NA,"Moysés Kuhlmann","1944","3","25","Brazil","São Paulo",NA,"Sao Paulo, nativa no Jardim Botânico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kuhlmann s.n.","South America",NA,"Isotype",NA,NA,NA,NA,NA,NA
"20","2014-09-29 08:33:00-03","MO","MOBOT","3267577","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","T. Sendulsky",NA,NA,NA,"Joseph N. Rose|Paul G. Russell","1915","8","12","Brazil","Rio de Janeiro",NA,"Organ Mountains.","-42.75","-22.3666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rose 20768","South America",NA,NA,NA,NA,NA,"1",NA,NA
"21","2021-03-01 11:50:47-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Ferreira, JM","2010","03",NA,"Quinet, A","2000","12","08","Brasil","Minas Gerais","São Pedro dos Ferrões",NA,"-42.527778","-20.221667","-42.527778","-20.221667","492","492","Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.; Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.",NA,NA,NA,NA,"17/56",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-01 11:50:47-03","UFPE","UFP","36782","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Ferreira, JM","2010","03",NA,"Quinet, A","2000","12","08","Brasil","Minas Gerais","São Pedro dos Ferrões",NA,"-42.527778","-20.221667","-42.527778","-20.221667","492","492","Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosidade baixa.; Sub-arbusto, flores cinzas, folha verde discolor, comum no local, mata de encosta sobre solo argiloso, luminosi","UFP036782",NA,NA,NA,"17/56",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"A. Burman & T. R. Soderstrom","1980","3","14","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"1350","1350",NA,NA,NA,NA,"Cyperales","525","South America - Neotropics",NA,NA,"33190","auto",NA,"2","Monocotyledonae",NA
"24","2020-09-12 05:00:02-03","US","US","2725188","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom & C. E. Calderón","1972","3","1","Brazil","Rio de Janeiro",NA,"Rio de janeiro: morro novo mundo. [in former guanabara state]",NA,NA,NA,NA,"50","50",NA,"US00029051","US00029051_01",NA,"Cyperales","1864","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"25","2020-09-12 05:00:02-03","US","US","2678540","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"J. F. Toledo","1944","1","19","Brazil","São Paulo",NA,"Sao paulo",NA,NA,NA,NA,NA,NA,NA,"US00026333","US00026333_01",NA,"Cyperales","50362","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"26","2020-09-12 05:00:02-03","US","US","3274692","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"X. Londoño & S. Sarahyba","1992","3","6","Brazil","Rio de Janeiro",NA,"Parque nacional serra dos orgaos, por la trocha a la piedra de sino",NA,NA,NA,NA,"1290","1290",NA,"US00502303","US00502303_01",NA,"Cyperales","715","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"27","2020-09-12 05:00:02-03","US","US","3173790","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"A. Burman & T. R. Soderstrom","1980","3","14","Brazil","Rio de Janeiro","Nova Friburgo","Road to television tower","-42.5311012268066","-22.2819004058838",NA,NA,"1350","1350",NA,"US00290868","US00290868_01",NA,"Cyperales","525","South America - Neotropics",NA,NA,"33190","auto",NA,"1","Monocotyledonae",NA
"28","2020-09-12 05:00:02-03","US","US","2378657","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"B. J. Pickel","1944","6","14","Brazil","São Paulo",NA,"Serra da cantareira",NA,NA,NA,NA,NA,NA,NA,"US00026329","US00026329_01",NA,"Cyperales","5840","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"29","2020-09-12 05:00:02-03","US","US","2725185","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom & C. E. Calderón","1972","3","1","Brazil","Rio de Janeiro",NA,"Rio de janeiro: morro novo mundo. [in former guanabara state]",NA,NA,NA,NA,"50","50",NA,"US00029048","US00029048_01",NA,"Cyperales","1864","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"30","2020-09-12 05:00:02-03","US","US","2902337","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"A. Burman & T. R. Soderstrom","1980","3","14","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"1350","1350",NA,"US00026326","US00026326_01",NA,"Cyperales","525","South America - Neotropics",NA,NA,"33190","auto",NA,"1","Monocotyledonae",NA
"31","2020-09-12 05:00:02-03","US","US","3310620","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom","1964","11","18","Brazil","Rio de Janeiro",NA,"Silvestre corcovado, rio de janeiro. [in former guanabara state]","-40.6667","-19.8333",NA,NA,NA,NA,NA,"US00519623","US00519623_01",NA,"Cyperales","1176","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"32","2020-09-12 05:00:02-03","US","US","2940167","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"R. S. Pinheiro","1972","10","25","Brazil","Bahia",NA,"Jaguaquara, apuerema",NA,NA,NA,NA,NA,NA,NA,"US00026332","US00026332_01",NA,"Cyperales","1952","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"33","2020-09-12 05:00:02-03","US","US","2900180","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"J. F. Toledo","1944","1","19","Brazil","São Paulo",NA,"Sao paulo",NA,NA,NA,NA,NA,NA,NA,"US00026334","US00026334_01",NA,"Cyperales","50362","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"34","2020-09-12 05:00:02-03","US","US","2725186","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom & C. E. Calderón","1972","3","1","Brazil","Rio de Janeiro",NA,"Rio de janeiro: morro novo mundo. [in former guanabara state]",NA,NA,NA,NA,"50","50",NA,"US00029049","US00029049_01",NA,"Cyperales","1864","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"35","2020-09-12 05:00:02-03","US","US","2378658","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"B. J. Pickel","1944","6","14","Brazil","São Paulo",NA,"Serra da cantareira",NA,NA,NA,NA,NA,NA,NA,"US00026330","US00026330_01",NA,"Cyperales","5840","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"36","2020-09-12 05:00:02-03","US","US","2725187","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom & C. E. Calderón","1972","3","1","Brazil","Rio de Janeiro",NA,"Rio de janeiro: morro novo mundo. [in former guanabara state]",NA,NA,NA,NA,"50","50",NA,"US00029050","US00029050_01",NA,"Cyperales","1864","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"37","2020-09-12 05:00:02-03","US","US","3310642","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"L. G. Clark, M. Morel & S. Sarahyba","1990","2","15","Brazil","Rio de Janeiro",NA,"Teresopolis national park, serra dos orgaos","-42.9667","-22.45",NA,NA,"1240","1240",NA,"US00519840","US00519840_01",NA,"Cyperales","678","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"38","2020-09-12 05:00:02-03","US","US","3274691","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"X. Londoño & S. Sarahyba","1992","3","6","Brazil","Rio de Janeiro",NA,"Parque nacional serra dos orgaos, por la trocha a la piedra de sino",NA,NA,NA,NA,"1290","1290",NA,"US00502304","US00502304_01",NA,"Cyperales","715","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"39","2020-09-12 05:00:02-03","US","US","762760","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"J. N. Rose & P. G. Russell","1915","8","12","Brazil","Rio de Janeiro",NA,"Organ mts.",NA,NA,NA,NA,"1000","1500",NA,"US00026328","US00026328_01",NA,"Cyperales","20768","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"40","2020-09-12 05:00:02-03","US","US","2921684","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"J. F. Toledo","1944","1","19","Brazil","São Paulo",NA,"Sao paulo",NA,NA,NA,NA,NA,NA,NA,"US00026341","US00026341_01",NA,"Cyperales","50362","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"41","2020-09-12 05:00:02-03","US","US","2678539","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Sendulsky, T.",NA,NA,NA,"M. Kuhlmann","1944","3","25","Brazil","São Paulo",NA,"Estado de São Paulo: São Paulo, nativa no Jardim Botânico.",NA,NA,NA,NA,NA,NA,"Holotype at SP.","US00026342","US00026342_01",NA,"Cyperales","s.n.","South America - Neotropics",NA,"Isotype",NA,NA,NA,"1","Monocotyledonae",NA
"42","2020-09-12 05:00:02-03","US","US","2725184","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","Vinicius-Silva, R.",NA,NA,NA,"T. R. Soderstrom & C. E. Calderón","1972","3","1","Brazil","Rio de Janeiro",NA,"Rio de janeiro: morro novo mundo. [in former guanabara state]",NA,NA,NA,NA,"50","50",NA,"US00029047","US00029047_01",NA,"Cyperales","1864","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"43","2020-09-12 05:00:02-03","US","US","3080121","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"G. Davidse","1976","3","26","Brazil","Rio de Janeiro",NA,"Itaipara, serra dos orgaos",NA,NA,NA,NA,"950","950",NA,"US00013345","US00013345_01",NA,"Cyperales","11419","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"44","2020-09-12 05:00:02-03","US","US","2902336","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"A. Burman & T. R. Soderstrom","1980","3","14","Brazil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"1350","1350",NA,"US00026325","US00026325_01",NA,"Cyperales","525","South America - Neotropics",NA,NA,"33190","auto",NA,"1","Monocotyledonae",NA
"45","2020-09-12 05:00:02-03","US","US","2380727","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"P. Occhioni","1947","7","7","Brazil","Rio de Janeiro",NA,"Parque nac. serra dos orgaos",NA,NA,NA,NA,NA,NA,NA,"US00026331","US00026331_01",NA,"Cyperales","1046","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"46","2020-09-12 05:00:02-03","US","US","2769066","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"G. Davidse, T. P. Ramamoorthy & D. Vital","1976","3","26","Brazil","Rio de Janeiro",NA,"Serra dos orgaos, itaipara",NA,NA,NA,NA,"950","950",NA,"US00026327","US00026327_01",NA,"Cyperales","11419","South America - Neotropics",NA,NA,NA,NA,NA,"1","Monocotyledonae",NA
"47","2019-10-07 09:22:08-03","UEFS","HUEFS","109031","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","R.V.Silva","2015","07",NA,"Amorim, A.M.","2005","01","30","Brasil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, estrada para Almadina. Fazenda São José. Proprietário Senhor Francisco.","-39.603333","-14.705833","39W36'12''","14S42'21''","650","900","Floresta Ombrófila Densa Montana com algumas áreas perturbadas.","HUEFS0109031","HUEFS0109031","Angiospermae","Poales","4688",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"48","2019-11-29 15:05:05-03","UEFS","HUEFS","253412","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.",NA,NA,NA,NA,"Vinícius-Silva, R.","2016","04","21","Brasil","Espírito Santo","Castelo","Mata da Balança, próximo ao Parque Estadual do Forno Grande.","-41.085","-20.525556","41W5'6''","20S31'32''","1165","1165",NA,"HUEFS0253412",NA,"Angiospermae","Poales","86",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"49","2019-10-07 09:22:08-03","UEFS","HUEFS","77059","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii","Send.","R.V.Silva","2015","07",NA,"Occhioni, P.","1947","07","07","Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Serra dos Órgãos, Km 4","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"HUEFS0077059","HUEFS0077059","Angiospermae","Poales","1046",NA,NA,NA,"57442","auto",NA,NA,"Lilianae",NA
"50","2020-07-23 12:18:42-03","CEPLAC","CEPEC","79525","PreservedSpecimen","Plantae","Poaceae","Merostachys","burmanii","Merostachys burmanii",NA,"R. Vinícius-Silva",NA,NA,NA,"W. W. Thomas","1998","02","10","Brasil","Bahia","JUSSARÍ","Serra do Teimoso, 7.5Km ao N de Jussarí, na Rod. para Palmira, depois 2Km a W para Fazenda Teimoso, depois 45min. A W da Reserva da Fazenda Teimoso","-39.583333","-15.166667","39W35'","15S10'","450","450","<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"11800",NA,NA,NA,NA,NA,NA,NA,NA,NA
