"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","typeStatus","individualCount","class"
"53","2019-11-13 11:16:32-03","USP","SPF","73084","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Pirani, JR","CFSC12158","1991","03","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00073084",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"54","2019-11-13 11:16:32-03","USP","SPF","76289","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","CFSC12959","1992","07","19",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00076289",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"55","2019-11-13 11:16:32-03","USP","SPF","79802","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","CFSC13132","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00079802",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"56","2019-11-13 11:16:32-03","USP","SPF","79812","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","CFSC13140","1993","05","01",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00079812",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"57","2019-11-13 11:16:32-03","USP","SPF","79813","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","CFSC13139","1993","05","02",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00079813",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"58","2019-11-13 11:16:32-03","USP","SPF","79820","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N","CFSC13149","1993","06","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00079820",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto","paratype",NA,NA
"59","2019-11-13 11:16:32-03","USP","SPF","80655","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Campos, MTVA","CFSC13320","1993","08","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"SPF00080655",NA,NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"60","2021-03-15 18:25:35-03","USP","SPF","160114","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Motta, LB","5","2003","07","08",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campo aberto com afloramentos rochosos em frente a estátua do Juquinha.","-43.7144012451172","-19.1688995361328",NA,"Erva ca. 15 cm altura. Flores brancas.","SPF00160114",NA,NA,NA,"2009","01",NA,NA,NA,"26557","auto",NA,NA,NA
"61","2019-11-13 11:16:32-03","USP","SPF","124104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N; Hervencio, P; Araújo, AC; Vitta, FA","349","1997","09","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campo areno-pedregoso do lado direito da Estrada BH_Conceição do Mato Dentro entre o Eucaliptal e Casa do IBAMA, ca. 22 km da base da Serra.","-43.7144012451172","-19.1688995361328",NA,"Grande população próximo à população de <i>Actinoseris arenaria</i>. brácteas involucrais verde-cinéreas a castanhas, flores alvas, quando maduras castanhas, estames amarelos, papus estramíneo.","SPF00124104","SPF00124104",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","holotype",NA,NA
"62","2021-03-15 18:25:35-03","USP","SPF","137513","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Sano, PT","975B","1999","07","27",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, MG 010. Antigo Km 135, pouco antes da bifurcação, lado direito da estrada Belo Horizonte - Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto ao sol. Brácteas involucrais verde-vináceas. Flores do raio e do disco alvas. Anteras laranja.; Campo areno-graminoso.","SPF00137513",NA,NA,NA,"1999","08",NA,NA,NA,"26557","auto",NA,NA,NA
"63","2019-10-07 09:11:58-03","UEFS","HUEFS","210480","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","N.Roque","Sakuragui, C.M.","123","1990","08","04",NA,"Brasil","Minas Gerais","Serra do Cipó","Santana do Riacho. Fazenda Cachoeira da Capivara.",NA,NA,NA,NA,"HUEFS0210480",NA,NA,NA,"2016","03",NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"64","2019-10-07 09:11:58-03","UEFS","HUEFS","44407","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"Roque, N.","349","1997","09","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó.","-43.7144012451172","-19.1688995361328",NA,"Campo areno-pedregoso do lado direito da Estrada BH-Conceição do Mato Dentro entre o Eucaliptal e Casa do IBAMA.","HUEFS0044407","HUEFS0044407",NA,NA,NA,NA,NA,NA,NA,"26557","auto","Isótipo",NA,"Asteranae"
"65","2019-10-07 09:11:58-03","UEFS","HUEFS","44448","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"Sano, P.T.","539","1997","10","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, caminho para Cachoeira da Capivara.","-43.7144012451172","-19.1688995361328",NA,"Em solo arenoso.","HUEFS0044448","HUEFS0044448",NA,NA,NA,NA,NA,NA,NA,"26557","auto","Parátipo",NA,"Asteranae"
"66","2019-09-04 18:40:15-03","F","FMNH-SEEDPLANTS","V0051106F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata",NA,NA,"J. Roque","349","1997","9","23","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0051106F","V0051106F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,"Dicotyledoneae"
"67","2019-11-01 14:54:28-03","UnB","UB","170446","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Faria, JEQ; Câmara, PEAS; Costa, DP; Martins, DS; Amorim, PRF; Sousa, RV; Gonzaga, RMO; Car","1454","2011","07","27","Southern America","Brasil","Minas Gerais",NA,"Margem da MG-010, en frente à entrada para Morro do Pilar","-43.506944","-19.2175",NA,"Erva ca. 0,4 m de altura, flores alvas; Campo limpo úmido",NA,NA,"1309","1309","2013","01",NA,"-43.506944","-19.2175",NA,NA,NA,NA,NA
"68","2019-05-06 11:54:02-03","UFU","HUFU","61890","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"Andrino, C.O.; Araújo, I.M.; Franco, I.M.; Tannure, M.P. & Costa, F.N.","41","2010","04","08",NA,"Brasil","Minas Gerais","Serro","Estrada para Milho Verde","-43.429722","-18.443611",NA,"Campo rupestre.","HUFU00049838","HUFU00049838",NA,NA,NA,NA,NA,"-43.429722","-18.443611",NA,NA,NA,NA,NA
"69","2019-05-06 11:54:02-03","UFU","HUFU","68320","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Castro, M.S.","Sakuragui, C.M.; Souza, V.C.","123","1990","08","04",NA,"Brasil","Minas Gerais","Serra do Cipó","Santana do Riacho, Fazenda Cachoeira da Capivara.",NA,NA,NA,"Erva, invólucro cinéreo, flores alvas.; Campo arenoso.","HUFU00049839","HUFU00049839",NA,NA,"2015","04","02",NA,NA,NA,NA,NA,NA,NA
"70","2019-05-06 11:54:02-03","UFU","HUFU","67243","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque",NA,"Fernandes, M.G.C.; et al.","1567","2012","07","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. s/Ponto","-43.7144012451172","-19.1688995361328",NA,"Herbáceo Cerrado Campo limpo. Levantamento florístico do RPPN.","HUFU00049840","HUFU00049840",NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA
"71","2019-05-06 11:54:02-03","UFU","HUFU","24037","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Sano, P.T.; Arce, D.V. & Costa, F.N.","539","1997","10","20",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Caminho para Cachoeira da Capivara.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto em solo arenoso. Pedúncilo e brácteas cobertos por tricomas acinzentados. Flores do raio alvas, do disco creme e estames alaranjados.; Subarbusto em solo arenoso.","HUFU00049841","HUFU00049841",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","Paratype",NA,NA
"72","2019-05-06 11:54:02-03","UFU","HUFU","67252","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Nakajima, J.N.","Fernandes, M.G.C.; et al.","1558","2012","07","11",NA,"Brasil","Minas Gerais","Santana do Riacho","Brumas do Espinhaço e Ermo do Gerais, BrumPPN. s/Ponto","-43.7144012451172","-19.1688995361328",NA,"Flores do raio brancas. Invólucro piloso;; Herdáceo Cerrado Campo rupestre. Sobre solo arenoso. Levantamento florístico do RPPN.","HUFU00049843","HUFU00049843",NA,NA,"2013","02",NA,NA,NA,"26557","auto",NA,NA,NA
"73","2020-11-27 11:33:30-03","UFU","HUFU","62403","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N.","Sano, P.T.; Scatena, V.; Costa, F.N.; Santos, C.A.G.; Lima, L.R.; Coan, A.I. & Rosa, M.M.","975","1999","08","27",NA,"Brasil","Minas Gerais","Santana do Riacho","MG 010. Antigo Km 135, pouco antes da bifurcação, lado direito da estrada Belo Horizonte-Conceição do Mato Dentro.","-43.7144012451172","-19.1688995361328",NA,"Subarbusto em campo areno-graminoso, ao sol. Brácteas involucrais verde-vináceas. Flores do raio e do disco alvas. Anteras laranja.; Subarbusto em campo areno-graminoso.","HUFU00049842","HUFU00049842",NA,NA,"1999",NA,NA,NA,NA,"26557","auto",NA,NA,NA
"74","2019-11-21 10:01:16-03","IBt","SP","442622","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joquim, EO; Guimarães, LRS; Cabral, RS; Nascimento, AL","2","2011","10","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Distrito de Lapinha da Serra, cachoeira do Lajeado","-43.678333","-19.116944",NA,NA,NA,NA,"1114","1114","2011",NA,NA,"-43.678333","-19.116944",NA,NA,NA,NA,NA
"75","2019-11-21 10:01:16-03","IBt","SP","185665","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Barros, F","218","1980","04","10",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"SP003328","SP003328",NA,NA,"1999",NA,NA,NA,NA,"31264","auto","Paratype",NA,NA
"76","2019-11-21 10:01:16-03","IBt","SP","143599","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Joly, AB; Semir, J; Ugadim, Y","CFSC346","1970","06","08",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Entre Km 137-138 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP003326","SP003326","1240","1240","1999",NA,NA,NA,NA,"31264","auto","Paratype",NA,NA
"77","2019-11-21 10:01:16-03","IBt","SP","143587","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Semir, J; Sazima, M","CFSC2583","1972","07","18",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó, Km 127 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina","-43.7449989318848","-19.513599395752",NA,NA,"SP003327","SP003327",NA,NA,"1999",NA,NA,NA,NA,"31264","auto","Paratype",NA,NA
"78","2019-11-21 10:01:16-03","IBt","SP","343770","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N; Hervêncio, P; Araújo, AC; Vitta, FA","349","1997","09","23",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Campo areno-pedregoso do lado direiro da estrada BH-Conceição do Mato Dentro, entre o Eucaliptal e Casa do IBAMA, ca. 22 km da base da Serra","-43.7144012451172","-19.1688995361328",NA,"Brácteas involucrais verde-cinéreas a castanhas, flroes alvas, quando maduras castanhas, estames amarelos, papus estramíneo","SP000536","SP000536",NA,NA,NA,NA,NA,NA,NA,"26557","auto","Isotype",NA,NA
"79","2019-11-21 10:01:16-03","IBt","SP","184426","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forero, E; Muniz, CF; Menezes, NL; Jung, SL; et al.","8110","1980","09","07",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 107 caminho para Usina Dr. Pacífico Mascarenhas","-43.7144012451172","-19.1688995361328",NA,NA,"SP003325","SP003325",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","Paratype",NA,NA
"80","2019-11-21 10:01:16-03","IBt","SP","344757","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Roque, N; Hervêncio, P; Vitta, FA","326","1997","06","25",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 119 atual, campo em frente ao eucaliptal, próximo à entrada para a Cachoeira da Capivara","-43.7144012451172","-19.1688995361328",NA,"Erva ca. 0,6 m alt. Brácteas involucrais verde-vináceo com tricomas cinéreos. Flores liguladas com ápice vináceo na face abaxial. Estames amarelos, papus estramíneo","SP000535","SP000535",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","Paratype",NA,NA
"81","2019-11-21 10:01:16-03","IBt","SP","184270","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Forero, E; Menezes, NL; Dietrich, SMC; et al.","7901","1980","09","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 120-121 da Estrada Lagoa Santa a Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"SP003324","SP003324",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","Paratype",NA,NA
"82","2019-11-21 10:01:16-03","IBt","SP","179384","S","Plantae",NA,NA,"Asteraceae","Richterago","conduplicata","Richterago conduplicata","Roque","Roque, N","Cordeiro, I; Pirani, JR; Kawasaki, ML; Furlan, A","CFSC7529","1981","10","06",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 134 ao longo da rodovia Belo Horizonte - Conceição do Mato Dentro","-43.7144012451172","-19.1688995361328",NA,NA,"SP003329","SP003329",NA,NA,"1999",NA,NA,NA,NA,"26557","auto","Paratype",NA,NA
