"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","382391","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","S. A. Mori","10330","1978","07","27","South America","Brazil","Bahia","Porto Seguro","Rodovia Porto Seguro/Eunápolis (BR 367), Km 11.","-39.1474816","-16.4205666",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223812' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382391","NY00382391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","929129","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","G. M. Magalhaes","18939","1963","03","19","South America","Brazil","Minas Gerais","Serro","20 km da cidade, lado oriental da S. do Serro.","-43.3792","-18.6047",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997557' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929129","NY00929129_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","382398","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","J. C. A. Lima","162","1984","08","09","South America","Brazil","Bahia","Encruzilhada","Estrada Divisa Alegre - Divisópolis. Folha SD.24-Y-C.","-41.15","-15.73","960","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223816' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382398","NY00382398_01","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01081309","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. A. Kallunki","D. B. O. S. Cardoso","1804","2007","05","03","South America","Brazil","Bahia",NA,"Morro do Chapéu: BA 052, sentido Mundo Novo-Morro do Chapéu.","-40.8664","-11.6622","753","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1224557' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081309","NY01081309_01","753",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","687597","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","W. W. Thomas","10634","1994","09","27","South America","Brazil","Bahia","Ilhéus","Cidade de Ilhéus, 3 km N of Rodoviaria, Mata da Esperança, forest N of dam and reservoir.","-39.06917","-14.78194","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223811' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687597","NY00687597_01","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","822709","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","W. W. Thomas","10747","1995","01","11","South America","Brazil","Bahia","Ilhéus","3 km north of Rodoviaria, Mata da Esperança, forest north of dam and reservoir","-39.0692","-14.7819","50","sheet","Site: ME <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822709","NY00822709_01","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","382403","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","J. R. Pirani","CFCR10854","1987","05","23","South America","Brazil","Minas Gerais","Grão Mogol","Bacia do Ribeirao das Mortes, próximo à nascente e alto da Serra. Sudoeste do alto da Serra.","-42.8894","-16.5594","1150","sheet","Prensado em alcool. Foto. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223810' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382403","NY00382403_01","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","822712","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","J. G. Jardim","25","1993","01","07","South America","Brazil","Bahia","Una","Reserva Biológica do MIco-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una.","-39.08","-15.15",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920634' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822712","NY00822712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1280947","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. L. Fonseca","M. L. Fonseca","4607","2003","04","29","South America","Brazil","Distrito Federal",NA,"APA - Gama e Cabeça de Veado. R. A. do Núcleo Bandeirante. SPMW Q.26 conj. 3. Área vizinha à Assoc. dos Empregados da Embrapa (A. E. E.)","-47.96394","-15.91358","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1643199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01280947","NY01280947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","382395","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","S. A. Mori","14303","1981","06","11","South America","Brazil","Bahia","Lençóis","2-5 km N of Lençois on trail to Barro Branco.","-41.3897","-12.5633",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382395","NY00382395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","884781","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","M. Groppo, Jr.","750","2001","05","16","South America","Brazil","Bahia",NA,"Entre Ituaçu e Barra da Estiva,","-41.3019","-13.7042","1033","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967065' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884781","NY00884781_01","1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","382401","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","R. de Lemos Fróes","12627","1942","10","07","South America","Brazil","Bahia",NA,"Basin of Rio Una, Brejao. Serra do Arapongo.",NA,NA,"1000","sheet","[Froes #1] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382401","NY00382401_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","382399","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","A. Furlan","CFCR447","1980","12","06","South America","Brazil","Bahia",NA,"Estr. velha Andaraí-Mucugê.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382399","NY00382399_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","884780","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","M. Groppo, Jr.","750","2001","05","16","South America","Brazil","Bahia",NA,"Entre Ituaçu e Barra da Estiva,","-41.3019","-13.7042","1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884780","NY00884780_01","1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","04120842","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.",NA,"D. Piotto","2375","2009","08","10","South America","Brazil","Bahia","Uruçuca","Parque Estadual da Serra do Conduru","-39.08","-14.42","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4438738' target='other'> <mi>dwc_moreinfo</mi></a>","NY04120842","NY04120842_01","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","929130","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.",NA,"R. P. Belém","3751","1968","06","27","South America","Brazil","Minas Gerais",NA,"Rodovia BR 4, Km 944.",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997558' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929130","NY00929130_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 23:37:00-03","NY","NYBG","01401072","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana",NA,"J. A. Kallunki","E. Stijfhoorn","691","1991","06","24","South America","Bolivia","El Beni","Vaca Díez","Vicinity of the Chácobo village Alto Ivón","-66.03","-11.85","200","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150563' target='other'> <mi>dwc_moreinfo</mi></a>","NY01401072",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","416430","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","W. W. Thomas","12207","2000","10","03","South America","Brazil","Bahia","Uruçuca","Serra Grande forest, 7.3 km N of Serra Grande on old road to Itacaré","-39.0617","-14.4231",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00416430","NY00416430_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","687601","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","M. Groppo, Jr.","751","2001","05","16","South America","Brazil","Bahia",NA,"Entre Ituaçu e Barra da Estiva.","-41.30194444","-13.7041667","1033","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687601","NY00687601_01","1033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 02:07:00-03","NY","NYBG","684958","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana",NA,"M. Groppo, Jr.","F. García-Cossio","79","1984","04","07","South America","Colombia","Chocó","Quibdó","Carretera Quibdó - Tuto. Río Cabí",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","382396","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","R. M. Harley","15567","1974","01","28","South America","Brazil","Bahia",NA,"Serra do Sincorá. Ca. 6 km N. of Barra da Estiva on Ibicoara road.","-41.3","-13.58","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382396","NY00382396_01","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","382397","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","R. M. Harley","22464","1980","05","23","South America","Brazil","Bahia",NA,"Serras do Lençois. Ca. 4 km. N.E. of Lençois by old road.","-41.37","-12.53","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382397","NY00382397_01","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","684956","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","S. Bergeron","14","1992","06",NA,"South America","Bolivia","El Beni",NA,"Alto-Ivón","-66.03","-11.75","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684956",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","03687121","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. A. Kallunki","A. V. de Melo Silva","705","2010","12","19","South America","Brazil","Pernambuco","Lagoa dos Gatos","RPPN Pedra D'Anta. Coletada em área florestal.","-35.854722","-8.707778","700","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3676986' target='other'> <mi>dwc_moreinfo</mi></a>","NY03687121","NY03687121_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","684954","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","J. R. Pirani","4153","1998","03","02","South America","Brazil","Minas Gerais","Congonhas do Norte","Estrada para Cruz dos Alves, a ca. 3 km de Conganhas do Norte.","-43.72","-18.88","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684954","NY00684954_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 04:41:00-03","NY","NYBG","684959","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana",NA,"M. Groppo, Jr.","M. Cerna","430","2000","12","16","South America","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor. 1 km al oeste del dsetacamento militar Cóndor Mirador. Cuenca alta del rio Tundayme.","-78.40194444","-3.6313889","1750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=884020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684959",NA,"1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01240651","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. A. Kallunki","W. W. Thomas","14536","2006","01","18","South America","Brazil","Bahia","Mun. Arataca","Serra Peito de Moça, 9.7 km NE of Arataca on dirt road to Una, then 8.8 km NW (left) on road through Fazenda Sta. Rita to Reserva do IESB (Fazenda Palmeira).","-39.3417","-15.1731","510","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=889053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01240651","NY01240651_01","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01112776","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. A. Kallunki","V. Demuner","3609","2007","04","17","South America","Brazil","Espírito Santo","Santa Leopoldina","Pedra Branca, Mata na Serra Santa Lucia, propr.: Cristiano Bremencampi.","-40.4922","-20.0267","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1263524' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112776","NY01112776_01","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1015380","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","M. Groppo, Jr.","990","2002","01","31","South America","Brazil","Espírito Santo","Linhares","Reserva Florestal da Companhia Vale do Rio Doce, km 9.15 da estrada do Flamengo.","-40.02","-19.15","70","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104988' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015380","NY01015380_01","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01912859","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. A. Kallunki","R. P. Orlandi","PCD No.638","1994","08","31","South America","Brazil","Bahia","Lençóis","Serra da Chapadinha","-41.4403","-12.4597","930","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2362942' target='other'> <mi>dwc_moreinfo</mi></a>","NY01912859","NY01912859_01","930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","382392","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","M. Groppo, Jr.","S. A. Mori","10768","1978","10","17","South America","Brazil","Bahia","Santa Cruz Cabrália","Torre da EMBRATEL. Ramal com entrada no km 26 da Rod. BR 367 (Eunápolis/Porto Seguro).","-39.0244","-16.2783","220","sheet","Fotos da inflorescência, frutos e flores. Flores e frutos em álcool. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=223823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00382392","NY00382392_01","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","929132","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Hortia","brasiliana","Hortia brasiliana","Vand. ex DC.","J. R. Pirani","A. Q. Lobão","605","2001","07","06","South America","Brazil","Minas Gerais","Grão Mogol","Estrada para Grão Mogol.","-42.9153","-16.5917",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997560' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929132","NY00929132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
