"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","fieldNumber","minimumElevationInMeters","individualCount","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","class","previousCatalogNumber","monthIdentified","dayIdentified"
"11","2014-11-25 13:10:03-02","MNHN","RECOLNAT_MNHN_P","P02288139","PreservedSpecimen",NA,NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.",NA,"Spruce, R.",NA,"1852","3",NA,NA,"Brésil",NA,NA,"San Gabriel",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02288139' target='other'> <mi>dwc_moreinfo</mi></a>","P02288139","P02288139_01","type",NA,NA,"2240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2008-05-27 22:02:00-03","MO","MOBOT","195051","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.","T.D.Pennington & K.S.Edwards(FVG)","Alwyn H. Gentry|Bruce A. Stein","Gentry 46806","1984","4","21","South America","Venezuela","Amazonas",NA,"Cerro Neblina base camp on Río Mawarinuma. Mature forest on sandy ultisol. Tree Plot.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"84-83","140.00000000","3",NA,NA,NA,NA,NA,NA,NA,NA
"13","2014-02-19 06:40:00-03","MO","MOBOT","2829554","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.","R.E. Gereau","Enrique Forero|Roberto Jaramillo M.|Josefina Espina Z.|Pablo A. Palacios H.","Forero 7202","1980","3","12","South America","Colombia","Chocó",NA,"Municipio de San José del Palmar, hoya del Rio Torito (afluente del Rio Habita) declive oriental.",NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,"850.00000000","1","1000.00000000",NA,NA,NA,NA,NA,NA,NA
"14","2008-05-27 22:02:00-03","MO","MOBOT","3120883","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.","T.D. Pennington","Douglas C. Daly","Daly 5452","1987","10","18","South America","Brazil","Amazonas",NA,"Mun. Sao Gabriel da Cachoeira, Rio Negro, just above confluence with Rio Uaupés, left (E) bank, trail toward Serra do Carapaná. Tall forest on terra firme in sandy soil near river, and high and low ''caatinga.''","-67.26666","0.08333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2011-02-23 13:34:00-03","MO","MOBOT","3190271","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.","T.D. Pennington","C.A. Cid Ferreira|J. Ramos|C.D.A. da Mota|N. Rosas","Cid Ferreira 1567","1980","7","17","South America","Brazil","Pará",NA,"Mpio de Oriximiná, rio Trombetas, margem esquerda do lago Erepecu. Mata de terra firme, solo argiloso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-08-31 09:09:37-03","INPA","INPA","165513","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.","Pennington, TD","Daly, DC","5452","1987","10","18","Southern America","Brasil","Amazonas","São Gabriel da Cachoeira","Rio Uaupés, Rio Negro, just above confluence with Rio Uaupés, left (E) bank, trail toward Serra do Carapaná","-67.266667","0.083333",NA,NA,"INPA0165513","INPA0165513 INPA0165513_e",NA,NA,NA,NA,NA,NA,NA,"1988","-67.266667","0.083333",NA,NA,NA,NA
"17","2021-01-10 20:47:42-03","INPA","INPA","95889","Carpo","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.",NA,"Ferreira, CAC","1750","1980","07","23","Southern America","Brasil","Pará","Oriximinã","Rio Trombetas, Rio Trombetas, margem esquerda ao lado do Lago Muçura a 30 Km de Porto Trombetas","-55.8661","-1.76556",NA,NA,"INPA0095889","INPA0095889 INPA0095889_e INPA0095889_e1",NA,NA,NA,NA,NA,NA,NA,NA,"-55.8661","-1.76556",NA,NA,NA,NA
"18","2020-08-31 09:09:37-03","INPA","INPA","95889","S","Plantae","Dicotyledon Com-Clade","Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.",NA,"Ferreira, CAC","1750","1980","07","23","Southern America","Brasil","Pará","Oriximinã","Rio Trombetas, Rio Trombetas, margem esquerda ao lado do Lago Muçura a 30 Km de Porto Trombetas","-55.8661","-1.76556",NA,NA,"INPA0095889","INPA0095889 INPA0095889_e INPA0095889_e1",NA,NA,NA,NA,NA,NA,NA,NA,"-55.8661","-1.76556",NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","2993297","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.",NA,"C. A. Cid Ferreira, J. Ramos, C. D. Mota & N. Rosas","1750","1980","7","23","South America - Neotropics","Brazil","Oriximiná",NA,"Rio Trombetas, m a 30kmargem esquerda ao lado do lago Muçura a 30km de Porto Trombetas",NA,NA,NA,NA,"US01868022","US01868022_01 US01868022_02",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","3209278","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.",NA,"D. C. Daly, D. Stevenson, P. Maas, J. Guedes & R. P. Lima","5452","1987","10","18","South America - Neotropics","Brazil","São Gabriel da Cachoeira",NA,"Rio Negro, just above confluence with Rio Uaupés, left (E) bank trail toward Serra do Carapaná","-67.27","0.08",NA,NA,"US01868021","US01868021_01 US01868021_02",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2993296","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.",NA,"C. A. Cid Ferreira, J. Ramos, C. D. Mota & N. Rosas","1567","1980","7","17","South America - Neotropics","Brazil","Oriximiná",NA,"Rio Trombetas, margem esquerda do lago Erepecu",NA,NA,NA,NA,"US01868023","US01868023_01 US01868023_02",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA
"22","2019-09-04 18:14:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Meliaceae","Guarea","sprucei","Guarea sprucei",NA,NA,"R. Spruce","2240","1852",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"23","2009-11-26 13:52:38-02","INPA","INPAW","7325","S","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.",NA,"Ferreira, C.A.Cid","1750","1980","07","23",NA,"Brasil","Par&#225;","Oriximin&#225;",NA,"-55.8661","-1.76556",NA,NA,NA,NA,NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2009-11-26 13:52:38-02","INPA","INPAW","7313","S","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C. DC.",NA,"Ferreira, C.A.Cid","1567","1980","07","17",NA,"Brasil","Par&#225;","Oriximin&#225;",NA,"-55.8661","-1.76556",NA,NA,NA,NA,NA,"479450","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-08-23 10:59:52-03","NHMLondon","NHM-LONDON-BOT","BM000799665","S","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.","Pennington, T. D. - K, Royal Botanic Gardens - Royal Botanic Gardens","Richard Spruce; b.1817; d.1893; Spruce","2250","1852","01",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/8fa46bfa84fe4cd679cd95e00d61327435a67bd0/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"NHMUK:ecatalogue:4992014",NA,NA
"26","2019-11-01 15:04:45-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.","Oliveira, ALR","Sousa, CA","IFN-5543411.6","2017","07","20","Southern America","Brasil","Maranhão","Ribamar Fiquene",NA,"-47.34","-5.94",NA,"Inventário Florestal Nacional (IFN). Medições na subunidade completa. Conglomerado MA-554. Subunidade 1. Subparcela 6. Indivíduo 29; Árvore; 8m de altura; DAP 16cm. Base reta. Casca escura, interna de cor amarela; espessura grossa; do","UB0128556",NA,NA,NA,NA,NA,NA,NA,NA,"2017","-47.34","-5.94",NA,NA,"12","29"
"27","2019-11-01 15:04:45-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.","Oliveira, ALR","Sousa, CA","IFN-5543732.6","2017","07","24","Southern America","Brasil","Maranhão","Ribamar Fiquene",NA,"-47.34","-5.94",NA,"Inventário Florestal Nacional (IFN). Medições na subunidade completa. Conglomerado MA-554. Subunidade 2. Subparcela 6. Indivíduo 32; Árvore; 6,0m de altura; DAP 11cm. Base reta. Casca cinza, interna de cor marrom; espessura fina; do ti","UB0128571",NA,NA,NA,NA,NA,NA,NA,NA,"2017","-47.34","-5.94",NA,NA,"12","29"
"28","2017-09-11 17:11:06-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Meliaceae","Guarea","sprucei","Guarea sprucei","C.DC.",NA,"Spruce, R","2240",NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Habitat prope S. Gabriel da Cachoeira ad fl. Rio Negro prov. do Alto Amazonas",NA,NA,NA,"Martio floret",NA,"P11P1N0058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
