"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","class","order","continentOcean","individualCount","imagecode","fieldNumber","preparationType","relatedCatalogItem"
"11","2021-03-16 17:55:21-03","UCS","HUCS","47325","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.","1983","01","16","Brasil","Santa Catarina","São Miguel do Oeste","7km antes da cidade","-53.518056","-26.725278","-53.518056","-26.725278","650","650","Mart.","Peralta, D.F.","2015","12",NA,"5504",NA,"Sobre tronco de Citrus sp.",NA,NA,NA,"Bryales",NA,NA,NA,NA,NA,NA
"12","2021-03-16 17:55:21-03","UCS","HUCS","27418","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2006","01","15","Brasil","Rio Grande do Sul","Caxias do Sul","Bairro Cruzeiro","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Yano, O.","2006","03","31","280","49662","beira da rua sobre tronco de Ligustrum",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"13","2021-03-16 17:55:21-03","UCS","HUCS","27488","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2006","01","28","Brasil","Rio Grande do Sul","Caxias do Sul","Camous da UCS","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Yano, O.","2006","07","03","354","49662","misturado com HUCS - 27488a - Orthotrichaceae Marcroma frigidum (C. M. ) Vitt; sobre tronco de árvores, local sombreado",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"14","2021-03-16 17:55:21-03","UCS","HUCS","28104","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2005","04","18","Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Bordin, J.; Yano, O.","2006","06","14","503","49662","associada com Zelometeorium patulum (Hedw.) Manuel - Meteoriaceae 28104a; sobre ramos de árvore",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"15","2021-03-16 17:55:21-03","UCS","HUCS","27266","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2005","12","22","Brasil","Rio Grande do Sul","Caxias do Sul","Mata da Biblioteca da UCS","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Bordin, J.; Yano, O.","2006","06","09","215","49662","Misturado com 27266a - Plagiochila micropteryx Gott.; sobre tronco",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"16","2021-03-16 17:55:21-03","UCS","HUCS","28030","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Wasum, R.A.","2006","01","18","Brasil","Paraná","São Mateus do Sul","Minas de Xisto","-50.3828010559082","-25.8742008209229",NA,NA,"800","800","Mart.","Yano, O.","2007","03",NA,"3482","31353","sobre troncos em mata de regeneração",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"17","2021-03-16 17:55:21-03","UCS","HUCS","28105","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.","2006","10","03","Brasil","Rio Grande do Sul","Caxias do Sul","Parque Cinquentenário","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Bordin, J.","2006","11",NA,"29064","49662","sobre tronco",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"18","2021-03-16 17:55:21-03","UCS","HUCS","27224","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2005","10","15","Brasil","Rio Grande do Sul","Caxias do Sul","Parque dos Macaquinhos","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Bordin, J.; Yano, O.","2006","03","31","151","49662","Associada com Chenia leptophylla (C. M. ) Zander - Pottiaceae 27224a.; sobre tronco de lIgustrum",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:55:21-03","UCS","HUCS","27226","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Bordin, J.","2005","11","12","Brasil","Rio Grande do Sul","Caxias do Sul","Rua Pinheiro Machado - Posto Rodeio","-51.1794013977051","-29.1681003570557",NA,NA,"780","780","Mart.","Bordin, J.; Yano, O.","2006","03","31","159c","49662","sobre tronco de lIgustrum",NA,"auto",NA,"Bryales",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:09:09-03","UFES","VIES","3379","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Vallandro, G.C.; et al.","1989","03","14","Brasil","Espírito Santo","Marechal Floriano","Sítio do Oberdan. Coletas realizadas durante o curso de curta duração 'Introdução ao estudo das Bryophytas'.","-40.6831016540527","-20.4127998352051",NA,NA,NA,NA,"Mart.","B.K. Canestraro","2018","06",NA,"92","23038",NA,"VIES003379","auto",NA,NA,NA,NA,"VIES003379",NA,NA,NA
"21","2020-12-21 16:19:36-03","MBM","MBM","9178","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Hatschbach, G.","1968","11","13","Brazil","Paraná","Campina Grande do Sul","Serra do Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Mart.","Sehnem, A.",NA,NA,NA,"20338","55154",NA,"MBM009178","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"22","2020-12-21 16:19:36-03","MBM","MBM","119492","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Sehnem, A.","1970","01","15","Brazil","Rio Grande do Sul","Panambi","Panambi","-53.5017013549805","-28.2924995422363",NA,NA,NA,NA,"Mart.","Sehnem, A.",NA,NA,NA,"10801","22393",NA,"MBM119492","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"23","2020-12-21 16:19:36-03","MBM","MBM","23226","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Hatschbach, G.","1972","11","19","Brazil","Paraná","Palmas","Morro da Baliza","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"Mart.","Sehnem, A.",NA,NA,NA,"30737","46666",NA,"MBM023226","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"24","2020-12-21 16:19:36-03","MBM","MBM","181156","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Dombrowski, L.T.","1975","01","01","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"Mart.","Dombrowski, L.T.",NA,NA,NA,"6105","12577",NA,"MBM181156","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"25","2020-12-21 16:19:36-03","MBM","MBM","6949","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Hatschbach, G.","1968","05","25","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Mart.","Yano, O.",NA,NA,NA,"19537","45291",NA,"MBM006949","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"26","2020-12-21 16:19:36-03","MBM","MBM","119512","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","pulchellum","Brachymenium pulchellum","Sehnem, A.","1946","04","02","Brazil","Rio Grande do Sul","Salvador do Sul","São Salvador","-51.5113983154297","-29.4382991790771",NA,NA,NA,NA,"Hornsch.","Sehnem, A.",NA,NA,NA,"413","14966",NA,"MBM119512","auto",NA,NA,"Southern America",NA,NA,NA,NA,NA
"27","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","125101","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Vital, D.M.","1974","06","27","BRASIL","Minas Gerais","Itamonte","Parque Nacional do Itatiaia","-44.87","-22.283889","-44.87","-22.283889","900","900","Mart.",NA,NA,NA,NA,"3543",NA,"On tree trunk","SP066376",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"28","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","137674","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Vital, D.M.","1978","05","16","BRASIL","Bahia","Seabra","Caatinga vegetation","-41.633333","-12.433333","-41.633333","-12.433333","800","800","Mart.","Valente, E.B.","2007","01",NA,"8015",NA,"On an old nest","SP074224",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"29","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","172429","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.; Santos, D.P.; Pirani, J.R.","1982","11","23","BRASIL","Espírito Santo","Santa Teresa","perto da Reserva Biológica Nova Lombardia","-40.600278","-19.935556","-40.600278","-19.935556","650","650","Mart.",NA,NA,NA,NA,"4909",NA,"sobre pau podre, na mata","SP080216",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"30","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","182009","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.; Pirani, J.R.","1983","04","26","BRASIL","Rio Grande do Sul","Caxias do Sul","Nas ruas arborizadas","-51.168056","-29.168056","-51.168056","-29.168056","810","810","Mart.",NA,NA,NA,NA,"6934",NA,"Sobre tronco vivo de Ligustrum sp.","SP083710",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"31","2019-05-02 10:52:24-03","IBt","SP-BRYOPHYTA","182009","S","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.; Pirani, J.R.","1983","04","26","BRASIL","Rio Grande do Sul","Caxias do Sul","Nas ruas arborizadas","-51.168056","-29.168056","-51.168056","-29.168056","810","810","Mart.",NA,NA,NA,NA,"6934",NA,"Sobre tronco vivo de Ligustrum sp.","SP083710",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"32","2019-09-03 11:18:21-03","IBt","SP-BRYOPHYTA","227391","S","Plantae",NA,"Bryaceae","Bryum","hornschuchianum","Bryum hornschuchianum","Yano, O.; et al.","1989","03","14","BRASIL","Espírito Santo","Domingos Martins","Marechal Floriano, sítio Familia Oberdan Pereira","-40.3933","-20.2148","-40.3933","-20.2148","620","620","(Mart.) Müll. Hal.",NA,NA,NA,NA,"12513",NA,"Nos galhos de Myrtaceae, mata úmida","SP093421",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"33","2010-03-01 10:15:00-03","MO","MOBOT","90243184","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","J. Bordin","2005","12","22","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul, Universidade de Caxias do Sul, Mata da UCS.","-51.1666667","-29.1666667",NA,NA,"780.00000000",NA,"Mart.","O. Yano & J. Bordin",NA,NA,NA,"Bordin 215",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA
"34","2010-03-01 10:16:00-03","MO","MOBOT","90243362","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","J. Bordin|E. Pasini","2006","1","17","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul, Universidade de Caxias do Sul.","-51.1666667","-29.1666667",NA,NA,"780.00000000",NA,"Mart.","O. Yano & J. Bordin",NA,NA,NA,"Bordin 299",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA
"35","2010-03-01 10:17:00-03","MO","MOBOT","90243707","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","J. Bordin","2006","4","18","Brazil","Rio Grande do Sul",NA,"Mun. de Caxias do Sul, Jardim Botanico.","-51.1666667","-29.1666667",NA,NA,"780.00000000",NA,"Mart.","J. Bordin & O. Yano",NA,NA,NA,"Bordin 503",NA,NA,NA,NA,NA,NA,"South America","1",NA,NA,NA,NA
"36","2010-03-01 10:23:00-03","MO","MOBOT","100256627","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","J. Bordin","2005","10","15","Brazil","Rio Grande do Sul","Caxias do Sul","Parque dos Macaquinho.","-51.1794013977051","-29.1681003570557",NA,NA,"780.00000000",NA,"Mart.","O. Yano & J. Bordin",NA,NA,NA,"Bordin 151","49662",NA,NA,"auto",NA,NA,"South America","1",NA,NA,NA,NA
"37","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3772",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/13-02-1990",NA,NA,NA,NA,NA,"Unicata","MBML003772",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3773",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Duplicata em SP.","MBML003773",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3781",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Sobre casca de árvorem próximo da raíz, em floresta tropical de encosta. Duplicata em SP.","MBML003781",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3787",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Duplicata em SP.","MBML003787",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3788",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Duplicata em SP.","MBML003788",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3791",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Duplicata em SP.","MBML003791",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:44:56-03","MBML","MBML-HERBARIO","3793",NA,"Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","H. F. Martins","1976","07","15","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"Mart.","Olga Yano/1990",NA,NA,NA,NA,NA,"Unicata","MBML003793",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-10-26 04:26:34-02","MNHN","RECOLNAT_MNHN_PC","PC0709450","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.","1875","1","19","Brésil",NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0709450' target='other'> <mi>dwc_moreinfo</mi></a>","PC0709450",NA,NA,NA,NA,NA,"PC0709450_01 PC0709450_02 PC0709450_03 PC0709450_04","7418","hb",NA
"45","2015-11-06 19:42:05-02","MNHN","RECOLNAT_MNHN_PC","PC0709449","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.|frère), (Par","1873","5","7","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,NA,NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0709449' target='other'> <mi>dwc_moreinfo</mi></a>","PC0709449",NA,NA,NA,NA,NA,"PC0709449_01 PC0709449_02 PC0709449_03 PC0709449_04 PC0709449_05","7080","hb",NA
"46","2017-11-30 13:38:15-02","MNHN","RECOLNAT_MNHN_PC","PC0109135","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Rio",NA,NA,NA,NA,NA,NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0109135' target='other'> <mi>dwc_moreinfo</mi></a>","PC0109135",NA,NA,NA,NA,NA,"PC0109135_01 PC0109135_02","7080","hb",NA
"47","2015-11-07 04:35:33-02","MNHN","RECOLNAT_MNHN_PC","PC0109134","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Gardner, G.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0109134' target='other'> <mi>dwc_moreinfo</mi></a>","PC0109134",NA,NA,NA,NA,NA,"PC0109134_01 PC0109134_02","32 25","hb",NA
"48","2015-10-26 04:25:45-02","MNHN","RECOLNAT_MNHN_PC","PC0709448","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.|frère), (Par","1873","5","7","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,NA,NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0709448' target='other'> <mi>dwc_moreinfo</mi></a>","PC0709448",NA,NA,NA,NA,NA,"PC0709448_01 PC0709448_02 PC0709448_03 PC0709448_04 PC0709448_05 PC0709448_06","7080","hb",NA
"49","2013-12-02 14:29:30-02","MNHN","RECOLNAT_MNHN_PC","PC0700211","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Höbnel","1899","8",NA,"Brésil",NA,NA,"Petropolis",NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"Herbier Bizot n°7758 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0700211' target='other'> <mi>dwc_moreinfo</mi></a>","PC0700211",NA,NA,NA,NA,NA,NA,NA,"hb",NA
"50","2015-11-06 18:47:13-02","MNHN","RECOLNAT_MNHN_PC","PC0741969","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,NA,NA,"Mart.","Costa",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741969' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741969",NA,NA,NA,NA,NA,"PC0741969_01 PC0741969_02","7081","hb",NA
"51","2015-11-02 20:37:19-02","MNHN","RECOLNAT_MNHN_PC","PC0741970","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Rio Janeiro",NA,NA,NA,NA,NA,NA,"Mart.","Costa",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0741970' target='other'> <mi>dwc_moreinfo</mi></a>","PC0741970",NA,NA,NA,NA,NA,"PC0741970_01 PC0741970_02 PC0741970_03 PC0741970_04","7080","hb",NA
"52","2019-07-25 15:23:51-03","MNHN","RECOLNAT_MNHN_PC","PC0146142","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Saint-Hilaire, A. de",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mart.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0146142' target='other'> <mi>dwc_moreinfo</mi></a>","PC0146142",NA,NA,NA,NA,NA,NA,NA,"hb",NA
