"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","monthIdentified","dayIdentified","infraspecificEpithet","individualCount","class","relatedCatalogItem"
"11","2021-03-16 17:53:24-03","UCS","HUCS","10645","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(Adr. Juss.) B. Gates","Hatschbach, G.","54117",NA,"Brasil","Paraná",NA,"trepadeira lenhosa, pétala amarelo pálido, glândulas alvas; orla da mata",NA,NA,"Gates, B.","1990","06","07","Wenceslau Braz","Olaria","-49.8027992248535","-23.8738994598389",NA,NA,"1991","17717","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-16 08:39:50-03","UTFPR","HCF","7522","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(Adr. Juss.) Gates","E.S. Sekine","95",NA,"Brasil","PR",NA,"trepadeira volúvel a cerca de 4 m do solo, heliófita. Flores amarelas. Em borda de floresta.",NA,NA,"J. Cordeiro & E.D. Lozano","2009","01","09","Ubiratã","Sítio Invicta - Propriedade do Sr. Pedro","-51.197556","-24.367639","409","409","2009",NA,NA,"51°11'51,2 W","24°22'03,5 S",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:32:30-03","MBM","MBM","57095","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Silvestre, M.S.F.","47","Southern America","Brazil","São Paulo",NA,NA,"MBM057095","MBM057095","Anderson, W.R.",NA,NA,NA,"Piedade","32km de Sorocaba, Rod. SP-250","-47.4199981689453","-23.7099990844727",NA,NA,NA,"30307","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:32:30-03","MBM","MBM","123320","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51980","Southern America","Brazil","Paraná",NA,NA,"MBM123320","MBM123320","Anderson, W.R.",NA,NA,NA,"Jaguariaíva","Paredão da Santa","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:32:30-03","MBM","MBM","53928","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Hatschbach, G.","39935","Southern America","Brazil","Paraná",NA,NA,"MBM053928","MBM053928","Gates, B.",NA,NA,NA,"Jaguariaíva","Rio Diamante","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:32:30-03","MBM","MBM","123321","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51935","Southern America","Brazil","Paraná",NA,NA,"MBM123321","MBM123321","Hatschbach, G.",NA,NA,NA,"Piraí do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:32:30-03","MBM","MBM","750","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Hatschbach, G.","6034","Southern America","Brazil","Paraná",NA,NA,"MBM000750","MBM000750","Gates, B.",NA,NA,NA,"Tibagi","Fazenda Monte Alegre","-50.4136009216309","-24.5093994140625",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:32:30-03","MBM","MBM","350504","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Sekine, E.S.; et al.; et al.","95","Southern America","Brazil","Paraná",NA,"Trepadeira volúvel a cerca de 4m do solo, heliófita. Flores amarelas. Em borda de floresta. Relevo suave-ondulado. Vegetação Floresta Estacional Semidecidual Submontana","MBM350504","MBM350504","Cordeiro, J.; Lozano, E.D.","2009","01","09","Ubiratã","Sítio Invicta, Propriedade do Sr. Pedro Jacir Bernes","-52.9878005981445","-24.5452995300293","409","409","2009","23375","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:32:30-03","MBM","MBM","138452","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","54117","Southern America","Brazil","Paraná",NA,NA,"MBM138452","MBM138452","Gates, B.",NA,NA,NA,"Wenceslau Braz","Olaria","-49.8027992248535","-23.8738994598389",NA,NA,NA,"17717","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2015-11-07 00:46:41-02","MNHN","RECOLNAT_MNHN_P","P02428983","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Gaudichaud, C.",NA,NA,"Brésil",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02428983' target='other'> <mi>dwc_moreinfo</mi></a>","P02428983","P02428983_01","Gates","1833",NA,NA,NA,"Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"type","580",NA,NA,NA,NA,NA,NA
"21","2015-09-05 07:27:08-03","MNHN","RECOLNAT_MNHN_P","P04770953","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Stellfeld, C.",NA,NA,"Brasil","Paraná","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770953' target='other'> <mi>dwc_moreinfo</mi></a>","P04770953","P04770953_01",NA,"1957","2","19",NA,"Estrada Curitiba-Ponta Grossa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-05 07:27:08-03","MNHN","RECOLNAT_MNHN_P","P04770954","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770954' target='other'> <mi>dwc_moreinfo</mi></a>","P04770954","P04770954_01",NA,"1879","4","11",NA,"Serra du Picú, coté de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10365",NA,NA,NA,NA,NA,NA
"23","2015-09-05 07:27:08-03","MNHN","RECOLNAT_MNHN_P","P04770955","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770955' target='other'> <mi>dwc_moreinfo</mi></a>","P04770955","P04770955_01",NA,"1879","4","11","Rio de Janeiro","Serra du Picú, coté de Minas.","-43.2075004577637","-22.9027996063232",NA,NA,NA,"57442","auto",NA,NA,NA,"10385",NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:37:28-03","UFMG","BHCB","201166","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Melo, PHA de","1514","Southern America","Brasil","Minas Gerais",NA,"Prensada em álcool 70%, amostra preservada em sílica.; Trepadeira, terrícola, flores alvas; Base do afloramento, vegetação relacionada a afloramento calcário.","BHCB201166","BHCB201166",NA,"2006","05","10","Arcos","Fazenda Faroeste, Margem direita do Rio São Miguel","-45.660528","-20.266389",NA,NA,NA,NA,NA,"-45.660528","-20.266389",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-11 17:19:27-03","UFPR","UPCB","16289","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(Adr.Juss.) B.Gates","Hatschbach, G.","51980",NA,"Brasil","Paraná",NA,"Trepadeira, flor amarelo pálido. Mata degradada dos grotões..",NA,NA,"Anderson, W.R.","1988","04","24","Jaguariaíva","Paredão da Santa","-49.7057991027832","-24.2511005401611",NA,NA,"1989","44368","auto",NA,NA,NA,NA,"01","01",NA,NA,NA,NA
"26","2021-02-11 17:19:27-03","UFPR","UPCB","33327","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(Adr.Juss.) B.Gates","Noschang, J.",NA,NA,"Brasil","Paraná",NA,"Trepadeira, flor amarela. Mata ciliar..",NA,NA,"Uhlmann, A.","1994","04","16","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,"1998","44368","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"27","2009-08-21 07:03:00-03","MO","MOBOT","2110955","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteria","parviflora","Banisteria parviflora","A. Juss.","Émile Hassler","Hassler 7697","South America","Paraguay","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2550610","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteria","parviflora","Banisteria parviflora boliviensis","Nied.","Otto Buchtien","Buchtien 1809","South America","Bolivia","La Paz",NA,NA,NA,NA,"fide Foster's cards",NA,NA,NA,NA,"San Carlos bei Mapiri, Sarampiuni",NA,NA,"500.00000000",NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,"boliviensis",NA,NA,NA
"29","2015-02-21 12:44:00-02","MO","MOBOT","100666196","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Rainer W. Bussmann|Narel Paniagua Zambrana|Carlos Vega Ocaña|Carolina Téllez","Bussmann 18470","South America","Peru","La Libertad",NA,NA,NA,NA,"Rainer W. Bussmann","2013","11","18","Bolivar","Uchumarca, Sañambal.","-77.89775","-7.0004167","1800.00000000",NA,NA,NA,NA,NA,NA,NA,"144",NA,NA,NA,"1",NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","1849421","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Isabel Basualdo","Basualdo 6959","South America","Paraguay","Amambay",NA,NA,NA,NA,"A. Schinini","2000",NA,NA,NA,"Parque Nacional Cerro Corá. Camino a la administración. En el cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-07-09 17:05:00-03","MO","MOBOT","2455695","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","Gert G. Hatschbach","Hatschbach 6034","South America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-31 09:03:31-03","INPA","INPA","156193","S","Plantae","Dicotyledon Com-Clade","Malpighiales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hatschbach, GG","51935","Southern America","Brasil","Paraná",NA,NA,"INPA0156193","INPA0156193 INPA0156193_e","Hatschbach, GG","1988","04","23","Pirai do Sul","Serra das Furnas","-49.948600769043","-24.5261001586914",NA,NA,"1988","37171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","1516574","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteria","parviflora","Banisteria parviflora boliviensis","Nied.","O. Buchtien","1809","South America - Neotropics","Bolivia",NA,NA,NA,"US00108575",NA,NA,"1926","11","28",NA,"San Carlos, Mapiriregion, bei Sarampiuni.",NA,NA,"600","600",NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"boliviensis","1","Dicotyledonae",NA
"34","2020-09-12 05:00:02-03","US","US","2281457","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","G. Hatschbach","6034","South America - Neotropics","Brazil","Tibagi",NA,NA,"US01870700","US01870700_01 US01870700_02",NA,"1959","6","6",NA,"Fda. Monte Alegre; M. Lagoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"35","2020-09-12 05:00:02-03","US","US","2931649","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","G. Hatschbach","39935","South America - Neotropics","Brazil","Jaguariaíva",NA,NA,"US01870699","US01870699_01 US01870699_02",NA,"1977","5","26",NA,"Rio Diamante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"36","2020-09-12 05:00:02-03","US","US","3172579","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B. Gates","G. Hatschbach & J. M. Silva","51935","South America - Neotropics","Brazil","Piraí do Sul",NA,NA,"US01870698","US01870698_01 US01870698_02",NA,"1988","4","23",NA,"Serra das Furnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"37","2021-03-15 18:28:13-03","USP","SPF","19213","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hatschbach, G","39935",NA,"Brasil","Paraná",NA,"Trepadeira lenhosa, flor creme esverdeada.","SPF00019213","SPF00019213","Gates, B","1977","05","26","Jaguariaíva","Rio Diamante. Matinha nebular.","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:31:42-03","UEFS","HUEFS","9813","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hatschbach, G.","51980",NA,"Brasil","Paraná",NA,NA,"HUEFS0009813","HUEFS0009813",NA,"1988","04","24","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Rosanae",NA
"39","2019-09-04 18:47:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Banisteria","parviflora","Banisteria parviflora",NA,"F. Sellow",NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"40","2015-03-13 18:44:43-03","F","FMNH-SEEDPLANTS","V0219693F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0219693F","V0219693F_01",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"41","2020-07-23 12:10:39-03","CEPLAC","CEPEC","111718","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora",NA,"A. M. Amorim","5823",NA,"Brasil","Bahia",NA,NA,NA,NA,"P. D. Carvalho","2006","04","22","ITAGIMIRIM","Divisa com Santa maria do Salto.","-40.054444","-16.403611",NA,NA,NA,NA,NA,"40W3'16","16S24'13",NA,NA,NA,NA,NA,NA,NA,"30/07/2007"
"42","2020-11-19 14:06:19-03","Unimontes","MCMG","2265","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Costa, F.M. | Mota, G.S. | Silva, D.L. | Silva, W.A. |","63",NA,"Brasil","Minas Gerais",NA,"Area do lado esquerdo ao entrar no ICA",NA,NA,"Santos, R.M.",NA,NA,NA,"Montes Claros","Instituto de Ciências Agrarias (ICA) UFMGReserva Legal","-43.8616981506348","-16.7350006103516",NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-19 14:06:19-03","Unimontes","MCMG","2502","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Mota, G.S | Bahia,T.O. | Braga.L.L. | Costa,F.M. | Coutinho,E.T. | Lima.L.P.D. | Mota,N.M. | Oliveira,M.H. | Rodrigues,P.L. | Silva,D.L. | Silva,R.R. | Souza,S.R. | Veloso, C.V.A. |",NA,NA,"Brasil","Minas Gerais",NA,"Arbóreo",NA,NA,"Santos, R.M.",NA,NA,NA,"Santana do Riacho","Parque Nacional Serra do Cipó Rio Cipo","-43.7144012451172","-19.1688995361328",NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-16 09:43:09-03","UnB","UB","147353","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A. Juss.) B.Gates","Hatschbach, G","39935","Southern America","Brasil","Paraná ",NA,"Trepadeira lenhosa, flor creme esverdeada. Matinha nebular.",NA,NA,"Gates","1977","05","26","Jaguariaíva","Rio Diamante","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-20 20:39:43-03","UFSC","FLOR","19958","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hatschbach, G.; Silva, J.M.","51980",NA,"Brasil","Paraná",NA,"trepadeira, flor amarelo-pálido","FLOR0019958",NA,"Anderson, W.R.","1988","04","24","Jaguariaíva","Paredão da Santa.","-49.7057991027832","-24.2511005401611",NA,NA,"1989","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-20 14:57:22-03","UFSC","FLOR","7411","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hatschbach, G.","39935",NA,"Brasil","Paraná",NA,"trepadeira lenhosa, flor creme-esverdeada","FLOR0007411",NA,"Gates, B.","1977","05","26","Jaguariaíva","Rio Diamante.","-49.7057991027832","-24.2511005401611",NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:08:03-03","IBt","SP","153115","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Silvestre, MSF","47",NA,"Brasil","São Paulo",NA,"Trepadeira, flores amarelo-esverdeadas","SP013316","SP013316","Mamede, MCH","1977","05","20","Piedade","32 km de Sorocaba, estrada SP 250","-47.4199981689453","-23.7099990844727",NA,NA,"1983","30307","auto",NA,NA,NA,NA,"04","07",NA,NA,NA,NA
"48","2019-11-21 10:08:03-03","IBt","SP","3965","S","Plantae",NA,NA,"Malpighiaceae","Banisteriopsis","parviflora","Banisteriopsis parviflora","(A.Juss.) B.Gates","Hoehne, FC","s.n.",NA,"Brasil","São Paulo",NA,NA,"SP013318","SP013318","Gates, B","1920","05","11","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,"1979","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
