"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","imagecode","geoFlag","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","locality","occurrenceRemarks","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","monthIdentified","dayIdentified","class","individualCount"
"11","2019-08-16 08:38:11-03","UTFPR","HCF","8364","S","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","PR","Turvo","-51.526417","-25.04",NA,NA,NA,NA,"Ravenna","E. Barboza & J. Cordeiro","2011","M.G. Caxambu","2834","2009","10","18",NA,"arredores","erva heliófita, áfila, bulbosa, ereta, ca. 0,10 m. Flores amarelas. Afloramento basáltico. Abundante.","51°31'35,1 W","25°02'24 S","1032","1032",NA,NA,NA,NA,NA
"12","2020-12-21 16:11:36-03","MBM","MBM","429360","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Candói","-51.803222","-25.423556",NA,"MBM429360",NA,NA,"Ravenna","Lozano, E.D.","2019","Lozano, E.D.; Engels, M.E.; Engels, M.E.","2279","2013","12","12","Southern America","Fazenda Capão Redondo","Herbácea, 20 cm, flores amarelas, afloramento rochoso de Basalto.; Campos de Guarapuava.","-51.803222","-25.423556",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:11:36-03","MBM","MBM","12945","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264","63728","MBM012945","MBM012945","auto","Ravenna","Ravenna, P.",NA,"Hatschbach, G.","22897","1969","11","17","Southern America","Leroville, Campo das Pedras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:11:36-03","MBM","MBM","203837","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Cantagalo","-52.1263999938965","-25.3743991851807","29583","MBM203837","MBM203837","auto","Ravenna","Ravenna, P.",NA,"Cervi, A.C.; et al.; et al.","2516","1987","11","27","Southern America","Rod. BR-373","Erva bulbosa 20 cm, flores amarelas. Fruto tipo cápsula",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:11:36-03","MBM","MBM","408715","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Guarapuava","-51.667778","-25.413889",NA,"MBM408715",NA,NA,"Ravenna","Barboza, E.","2017","Silva, J.M.","9053","2015","10","17","Southern America","Próximo à Rodovia BR-277","Herbácea; flor amarela.; Estepe Gramíneo-lenhosa (campo), sobre lajeado.","-51.667778","-25.413889","995","995",NA,"03","31",NA,NA
"16","2020-12-21 16:11:36-03","MBM","MBM","429359","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Candói","-51.802056","-25.423222",NA,"MBM429359",NA,NA,"Ravenna","Lozano, E.D.","2019","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4112","2018","01","16","Southern America","Estrada para a Fazenda Capão Redondo","Herbácea, 15 cm, flores amarelas, em campo úmido sobre afloramento rochoso.; Campos de Guarapuava.","-51.802056","-25.423222",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:11:36-03","MBM","MBM","15991","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná","Londrina","-51.1627998352051","-23.3103008270264","63728","MBM015991","MBM015991","auto","Ravenna","Ravenna, P.","1999","Hatschbach, G.; Guimarães, O.; Guimarães, O.","24849","1970","09","29","Southern America","Leroville, Campo das Pedras","Flor amarela. Lageado úmido",NA,NA,NA,NA,NA,"11",NA,NA,NA
"18","2021-02-11 17:17:48-03","UFPR","UPCB","48926","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Cantagalo","-52.1263999938965","-25.3743991851807","29583",NA,NA,"auto","Ravenna","Antoniazzi, M.H. | Ferraz, J.R.","2019","Cervi, A.C.","6243","1996","12","06",NA,"Km 420","Flores amarelas, bulvosas. Terreno pedregoso, basáltico e úmido..",NA,NA,NA,NA,NA,"02","14",NA,NA
"19","2021-02-11 17:17:48-03","UFPR","UPCB","28879","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Cantagalo","-52.1263999938965","-25.3743991851807","29583",NA,NA,"auto","Ravenna","Antoniazzi,M.H. | Ferraz, J.R.","2019","Cervi, A.C.","2516","1987","11","27",NA,"Rod. BR 373","Erva bulbosa 20cm, flores amarelas. Fruto tipo cápsula..",NA,NA,NA,NA,NA,"02","14",NA,NA
"20","2021-02-11 17:17:48-03","UFPR","UPCB","48978","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Candói","-52.0558013916016","-25.5722007751465","42664",NA,NA,"auto","Ravenna","Antoniazzi, M.H. | Ferraz, J.R.","2019","Goldenberg, R.","634","2004","06","18",NA,"Três Pinheiros","Corola amarela. Afloramento de basalto com vegetação predominantemente herbácea, margeado por vegetação florestal..",NA,NA,NA,NA,NA,"02","14",NA,NA
"21","2020-09-12 05:00:02-03","US","US","3082355","PreservedSpecimen","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brazil","Paraná",NA,NA,NA,NA,"US00042328","US00042328_01",NA,NA,NA,NA,"G. Hatschbach","45801","1982","12","8","South America","3 capoes (mun. guarapuava)",NA,NA,NA,NA,NA,"Liliales",NA,NA,"Monocotyledonae","1"
"22","2020-11-12 16:58:04-03","UEL","FUEL","50510","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Turvo","-51.526417","-25.04",NA,NA,NA,NA,"Ravenna","Cordeiro, J; Barboza, E","2011","Caxambu, MG; Siqueira, EL","2834","2009","10","18",NA,"relevo plano, afloramento basáltico",NA,"-51.526417","-25.04","1032","1032","Asparagales",NA,NA,NA,NA
"23","2020-11-12 16:58:04-03","UEL","FUEL","56107","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Foz do Jordão","-52.099469","-25.635219",NA,"FUEL056107",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","556","2018","11","24",NA,"BR-363",NA,"-52.099469","-25.635219","885","885","Asparagales","12","20",NA,NA
"24","2020-11-12 16:58:04-03","UEL","FUEL","56108","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Candói","-51.802708","-25.430606",NA,"FUEL056108",NA,NA,"Ravenna","Ferraz, JR","2020","Ferraz, JR","568","2018","11","24",NA,"BR-363, Fazenda Capão Redondo",NA,"-51.802708","-25.430606","960","960","Asparagales","01","06",NA,NA
"25","2020-11-12 16:58:04-03","UEL","FUEL","56109","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Foz do Jordão","-52.099469","-25.635219",NA,"FUEL056109",NA,NA,"Ravenna","Ferraz, JR","2020","Ferraz, JR","591","2018","11","24",NA,"BR-363",NA,"-52.099469","-25.635219","885","885","Asparagales","01","06",NA,NA
"26","2020-11-12 16:58:04-03","UEL","FUEL","56110","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.065175","-23.647056",NA,"FUEL056110",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","602","2019","10","18",NA,"Lerroville",NA,"-51.065175","-23.647056","724","724","Asparagales","10","18",NA,NA
"27","2020-11-12 16:58:04-03","UEL","FUEL","56111","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Candói","-51.819911","-25.456294",NA,"FUEL056111",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","701","2019","11","05",NA,"próximo ao Rio Campo Real",NA,"-51.819911","-25.456294","936","936","Asparagales","11","18",NA,NA
"28","2020-11-12 16:58:04-03","UEL","FUEL","56112","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Candói","-51.910925","-25.433319",NA,"FUEL056112",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","791","2019","11","06",NA,"Lagoa Seca - I",NA,"-51.910925","-25.433319","944","944","Asparagales","12","19",NA,NA
"29","2020-11-12 16:58:04-03","UEL","FUEL","56113","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Candói","-51.908731","-25.421433",NA,"FUEL056113",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","806","2019","11","06",NA,"Lagoa Seca - II",NA,"-51.908731","-25.421433","933","933","Asparagales","12","19",NA,NA
"30","2020-11-12 16:58:04-03","UEL","FUEL","56114","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Foz do Jordão","-52.121761","-25.670356",NA,"FUEL056114",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","848","2019","12","20",NA,"próximo à Comunidade da Paz",NA,"-52.121761","-25.670356","867","867","Asparagales","12","20",NA,NA
"31","2020-11-12 16:58:04-03","UEL","FUEL","56115","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.087056","-23.638494",NA,"FUEL056115",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","860","2019","12","04",NA,"Lerroville",NA,"-51.087056","-23.638494","709","709","Asparagales","12","04",NA,NA
"32","2020-11-12 16:58:04-03","UEL","FUEL","56116","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.093697","-23.627728",NA,"FUEL056116",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","861","2019","12","04",NA,"Lerroville",NA,"-51.093697","-23.627728","679","679","Asparagales","12","04",NA,NA
"33","2020-11-12 16:58:04-03","UEL","FUEL","56117","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.084258","-23.627911",NA,"FUEL056117",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","868","2019","12","04",NA,"Lerroville",NA,"-51.084258","-23.627911","684","684","Asparagales","12","04",NA,NA
"34","2020-11-12 16:58:04-03","UEL","FUEL","56118","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.054864","-23.646094",NA,"FUEL056118",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","869","2019","12","04",NA,"Lerroville",NA,"-51.054864","-23.646094","705","705","Asparagales","12","04",NA,NA
"35","2020-11-12 16:58:04-03","UEL","FUEL","56119","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Londrina","-51.010511","-23.705572",NA,"FUEL056119",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","875","2019","12","04",NA,"Lerroville",NA,"-51.010511","-23.705572","804","804","Asparagales","12","04",NA,NA
"36","2020-11-12 16:58:04-03","UEL","FUEL","56120","PreservedSpecimen","Plantae","Tracheophyta","Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Foz do Jordão","-52.116806","-25.697842",NA,"FUEL056120",NA,NA,"Ravenna","Ferraz, JR","2019","Ferraz, JR","840","2019","11","06",NA,"PR-662",NA,"-52.116806","-25.697842","838","838","Asparagales","11","06",NA,NA
"37","2020-04-23 18:12:42-03","UFMT","UFMT","40012","S","Plantae",NA,"Amaryllidaceae","Zephyranthes","paranaensis","Zephyranthes paranaensis","Brasil","Paraná","Turvo","-51.526417","-25.033333",NA,"UFMT00040012",NA,NA,"Ravenna","Barboza, E.; Cordeiro, J.",NA,"Caxambu, M.G.; Siqueira, E.L.","2834","2009","10","18",NA,NA,"Erva heliofita, áfila, bulbosa, ereta, ca. 10 cm. Flores amarelas. Afloramento basaltico. Abundante.; Afloramento basaltico. Abundante- Relevo plano.","-51.526417","-25.033333","1032","1032",NA,NA,NA,NA,NA
