"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters","typeStatus","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"11","2020-02-08 09:58:51-03","NBC","NL-BOTANY","U.1765146","PreservedSpecimen","Plantae",NA,"Malpighiales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Ballard HE","Brade AC",NA,"1951","05","02","Southern America","Brazil","São Paulo",NA,"Estado de Sao Paulo, Serra da Bocaina.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1765146 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1765146","NL-U1765146",NA,"Magnoliopsidae","U 0121645",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:20:46-03","ESALQ","ESA","64281","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.",NA,"Souza, J.P. et al.","3089.0","2000","02","15",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,"ESA064281","ESA064281",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:20:46-03","ESALQ","ESA","93343","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.A. Moq.","Paula, J.-Souza","Monteiro, H.",NA,"1959","12","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA093343","ESA093343",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:20:46-03","ESALQ","ESA","27874","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Souza, J.P.","Kuhlmann, M.","2139.0","1949","11","24",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA027874",NA,NA,NA,NA,NA,NA,"21048","auto","1997","01","16",NA,NA,NA,NA,NA
"15","2020-11-04 11:20:46-03","ESALQ","ESA","67360","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata",NA,NA,"Freitas, L. ; San Martin-Gajardo, I.","829.0","2000","01","22",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA067360","ESA067360_1 ESA067360_2",NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:20:46-03","ESALQ","ESA","60602","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Souza, J.P.","Freitas, L. ; San Martin-Gajardo, I.","482.0","1998","12","28",NA,"Brasil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina. Floresta ombrófila mista aluvial, em clareira da mata","-44.5699996948242","-22.6399993896484",NA,NA,"ESA060602","ESA060602",NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:20:46-03","ESALQ","ESA","83689","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.",NA,"Souza, V.C.; Lorenzi, H.; Bernacci, L.C.; Peixoto, M.","28967.0","2003","02","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Reserva de Macaé de Cima. Beira da estrada. 1000",NA,"-22.4",NA,"Erva rastejante; corola alva com mancha roxa internamente.","ESA083689","ESA083689","1000",NA,NA,"-42,516,667","-22.4",NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA
"18","2020-11-04 11:20:46-03","ESALQ","ESA","62232","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Souza, J.P.","Cesar, O. ; Feddersen Jr., A.",NA,"1985","11","30",NA,"Brasil","Rio de Janeiro",NA,"Parque Nacional do Itatiaia, Maromba",NA,NA,NA,NA,"ESA062232","ESA062232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:20:46-03","ESALQ","ESA","95531","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Paula-Souza, J.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","5853.0","2006","07","13",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Trilha para a Pedra do Sino","-43","-22.45",NA,"Estéril","ESA095531","ESA095531","1675",NA,NA,"-43","-22.45",NA,NA,"2006","07","13","1675",NA,NA,NA,NA
"20","2020-11-04 11:20:46-03","ESALQ","ESA","93344","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.A. Moq.","Paula, J.-Souza","Monteiro, H.",NA,"1957","01","20",NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,"ESA093344","ESA093344",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:20:46-03","ESALQ","ESA","27873","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Souza, J.P.","Kuhlmann, M.",NA,"1935","01","25",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"ESA027873",NA,NA,NA,NA,NA,NA,"21048","auto","1997","01","16",NA,NA,NA,NA,NA
"22","2020-11-04 11:20:46-03","ESALQ","ESA","60601","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata",NA,NA,"Freitas, L. et al.","482.0","1998","12","28",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.5699996948242","-22.6399993896484",NA,NA,"ESA060601",NA,NA,NA,NA,NA,NA,"30784","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:33:58-03","MN","R","7401","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Ballard Jr., H.E.","Glaziou, A.F.M.","6085","1872","10","20",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000007401","R000007401_001",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"24","2015-07-02 14:04:31-03","JBP","HPL","8674","S","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata",NA,"R. Tsuji","V.C. Souza, H. Lorenzi; et al.","28967","2003","02","11",NA,"Brasil","RJ","Nova Friburgo","Coletado na Reserva de Macaé de Cima; em beira de estrada. S 22° 24'; W 42° 29' (1000m.s.m.)","-42.5311","-22.2819",NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto","2008","10","30",NA,NA,NA,NA,NA
"25","2015-07-02 14:04:31-03","JBP","HPL","10468","S","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","R. Tsuji","R. Tsuji","2444","2008","01","18",NA,"Brasil","MG","Conceição de Ibitipoca","Coletado no Parque Estadual de Ibitipoca; na trillha de 4 km para o Pico do Pião.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2008","10","24",NA,NA,NA,NA,NA
"26","2019-08-27 13:34:34-03","IAP","PACA-AGP","8686","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1942","01","14",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In turfosis graminosis Fenofase: flor e fruto","PACA008686",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"27","2019-08-27 13:34:34-03","IAP","PACA-AGP","53797","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Sem material. Habitat: In campestribus turfosis humidis. Fenofase: flor e fruto","PACA053797",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"28","2019-08-27 13:34:34-03","IAP","PACA-AGP","32446","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","B. Rambo","Rambo, B.",NA,"1946","02","27",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis graminosis Fenofase: flor e fruto","PACA032446",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"29","2019-08-27 13:34:34-03","IAP","PACA-AGP","50129","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1951","02","21",NA,"Brasil","RS","São Francisco de Paula","Taimbesinho","-50.5835990905762","-29.4480991363525",NA,"Sem material. Habitat: In paludosis alte herbosis Fenofase: flor e fruto","PACA050129",NA,NA,"Magnoliopsida",NA,NA,NA,"76715","auto","1954","09","28",NA,NA,NA,NA,NA
"30","2019-08-27 13:34:34-03","IAP","PACA-AGP","54170","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","A. Pereira","A. Pereira",NA,"1947","01","08",NA,"Brasil","SP","Itatiaia","Macieiras",NA,NA,NA,"Herb. Jard. Bot. RJ 59615. Fenofase: flor e fruto","PACA054170",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1954","09","28",NA,NA,NA,NA,NA
"31","2019-08-27 13:34:34-03","IAP","PACA-AGP","54175","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","A. C. Brade","Altamiro",NA,"1945","10","22",NA,"Brasil","SP","Itatiaia","Almirante",NA,NA,NA,"Herb. Jard. Bot. RJ 54788. Fenofase: flor","PACA054175",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1954","09","28",NA,NA,NA,NA,NA
"32","2019-08-27 13:34:34-03","IAP","PACA-AGP","55160","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Reitz, R.","4911","1948","12","17",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,NA,"Habitat: In humidis turfosis Fenofase: flor","PACA055160",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1955","04","08",NA,NA,NA,NA,NA
"33","2019-08-27 13:34:34-03","IAP","PACA-AGP","60195","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1957","11","23",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,NA,"Sem material. Habitat: In paludosis Fenofase: flor e fruto","PACA060195",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1957","05","01",NA,NA,NA,NA,NA
"34","2019-08-27 13:34:34-03","IAP","PACA-AGP","50694","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Sehnem, A.","4280","1950","01","19",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis graminosis. Fenofase: flor e fruto","PACA050694",NA,"1000","Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28","1000",NA,NA,NA,NA
"35","2019-08-27 13:34:34-03","IAP","PACA-AGP","4587","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1941","02","12",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis graminosis Fenofase: flor e fruto","PACA004587",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"36","2019-08-27 13:34:34-03","IAP","PACA-AGP","45461","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis turfosis graminosis. Fenofase: flor e fruto","PACA045461",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"37","2019-08-27 13:34:34-03","IAP","PACA-AGP","45405","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis dumetosis. Fenofase: flor e fruto","PACA045405",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"38","2019-08-27 13:34:34-03","IAP","PACA-AGP","35281","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1947","02","14",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In paludosis turfosis graminosis Fenofase: flor e fruto","PACA035281",NA,NA,"Magnoliopsida",NA,NA,NA,"55856","auto","1954","09","28",NA,NA,NA,NA,NA
"39","2019-08-27 13:34:34-03","IAP","PACA-AGP","36391","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"Habitat: In paludosis. Fenofase: flor","PACA036391",NA,NA,"Magnoliopsida",NA,NA,NA,"30776","auto","1954","09","28",NA,NA,NA,NA,NA
"40","2019-08-27 13:34:34-03","IAP","PACA-AGP","44909","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1949","12","18",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,"Habitat: Ad rivum in araucarieto Fenofase: flor e fruto","PACA044909",NA,NA,"Magnoliopsida",NA,NA,NA,"76715","auto","1954","09","28",NA,NA,NA,NA,NA
"41","2019-08-27 13:34:34-03","IAP","PACA-AGP","44826","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1949","12","18",NA,"Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,"Habitat: In paludosis Fenofase: flor e fruto","PACA044826",NA,NA,"Magnoliopsida",NA,NA,NA,"76715","auto","1954","09","28",NA,NA,NA,NA,NA
"42","2019-08-27 13:34:34-03","IAP","PACA-AGP","35134","PreservedSpecimen","Plantae","Magnoliophyta","Violales","Violaceae","Viola","subdimidiata","Viola subdimidiata","A. St.-Hil.","Emrich-Rambo","Rambo, B.",NA,"1947","01","10",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,"Habitat: In paludosis ad rivum. Fenofase: flor e fruto","PACA035134",NA,NA,"Magnoliopsida",NA,NA,NA,"63451","auto","1954","09","28",NA,NA,NA,NA,NA
"43","2020-12-20 21:19:42-03","UFV","VIC","000691","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","St Hill",NA,NA,"s.n.","1931","01","03",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC000691","VIC000691",NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:27:51-03","UNICAMP","UEC","124720","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Meireles, LD","Meireles, LD","782","2001","12","12",NA,"Brazil","Minas Gerais","Camanducaia","Monte Verde, Floresta Ombrófila Densa Alto-Montana","-46.1446990966797","-22.7553005218506",NA,"Erva rasteira com flores lilases.","UEC087177","UEC087177",NA,NA,NA,NA,NA,"22140","auto","2002","11",NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:42:48-03","UNICAMP","UEC","110324","S","Plantae","Magnoliopsida",NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Souza, JP","Freitas, L; San Martin-Gajardo, I","829","2000","01","22",NA,"Brazil","São Paulo","São José do Barreiro","Campo de altitude, área ao lado esquerdo da guarita do Ibama","-44.5699996948242","-22.6399993896484",NA,"Erva, ca. de 20cm. Flores, corola violeta claro a violeta com mancha amarelo vivo e linhas violeta profundo na pétala guia; apêndices dos estames marrom; odor perfumado forte pela manhã. Nos campos ocorre em locais protegidos do sol ou então em beira",NA,NA,NA,NA,NA,NA,NA,"30784","auto","2000",NA,NA,NA,NA,NA,NA,NA
"46","2020-03-12 10:29:34-03","UFOP","OUPR","34068","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Paula-Souza, J.","Pedrosa, L.G.","1544","2019","04","05",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Erva, 10cm. Flores alvas. Floresta Estacional Semidecídua.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","04","08",NA,NA,NA,NA,NA
"47","2020-03-12 10:29:34-03","UFOP","OUPR","34192","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Pedrosa, L.G.","Pedrosa, L.G.","1668","2019","06","19",NA,"Brasil","Minas Gerais","Ouro Preto/ Mariana","Parque Estadual do Itacolomi",NA,NA,NA,"Erva, 10cm. Flores alvas / azuladas. Borda de mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019","06","19",NA,NA,NA,NA,NA
"48","2019-11-06 09:57:55-03","UFOP","OUPR","23469","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Badini, J.","Badini, J.","s.n.","1976","09","06",NA,"Brasil","Minas Gerais","Ouro Preto","Base do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Brejo. Erva. Flores branca-azuladas",NA,NA,NA,NA,NA,NA,NA,"44599","auto","1976","09","06",NA,NA,NA,NA,NA
"49","2019-11-06 09:57:55-03","UFOP","OUPR","4861","PreservedSpecimen","Plantae",NA,NA,"Violaceae","Viola","subdimidiata","Viola subdimidiata","A.St.-Hil.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Fazenda do Manso","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto","1976","09","06",NA,NA,NA,NA,NA
